,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life
3143,111,166,277.159519,148.591MeV,7.221MeV,1 s
3144,111,167,278.161604,150.533MeV,7.217MeV,1 s
3145,111,168,279.162468,151.338MeV,7.218MeV,3 s
3146,111,169,280.164473,153.206MeV,7.214MeV,9.9 s
3147,111,170,281.165372,154.043MeV,7.214MeV,1 m
3148,111,171,282.167486,156.012MeV,7.21MeV,3.333333333333 m
3149,111,172,283.168415,156.878MeV,7.21MeV,10 m
3150,112,165,277.163943,152.712MeV,7.204MeV,1.1 ms
3151,112,166,278.164312,153.056MeV,7.206MeV,9.954595782134 ms
3152,112,167,279.166546,155.136MeV,7.201MeV,100 ms
3153,112,168,280.167039,155.596MeV,7.203MeV,1 s
3154,112,169,281.169286,157.689MeV,7.198MeV,9.9 s
3155,112,170,282.169765,158.135MeV,7.2MeV,30 s
3156,112,171,283.171792,160.023MeV,7.196MeV,4.166666666667 m
3157,112,172,284.172384,160.574MeV,7.197MeV,31 s
3158,112,173,285.174105,162.177MeV,7.195MeV,40 m
3159,113,170,283.176451,164.363MeV,7.178MeV,9.9 s
3160,113,171,284.17808,165.881MeV,7.176MeV,1 m
3161,113,172,285.178732,166.488MeV,7.177MeV,1.666666666667 m
3162,113,173,286.180481,168.117MeV,7.174MeV,5 m
3163,113,174,287.181045,168.643MeV,7.176MeV,20 m
3164,114,171,285.183698,171.114MeV,7.158MeV,5 s
3165,114,172,286.183855,171.26MeV,7.161MeV,5 s
3166,114,173,287.185599,172.884MeV,7.158MeV,9.9 s
3167,114,174,288.185689,172.968MeV,7.161MeV,2.8 s
3168,114,175,289.187279,174.449MeV,7.159MeV,1.333333333333 m
3169,115,172,287.191186,178.088MeV,7.137MeV,500 ms
3170,115,173,288.192492,179.305MeV,7.136MeV,1 s
3171,115,174,289.192715,179.513MeV,7.139MeV,9.9 s
3172,115,175,290.194141,180.842MeV,7.137MeV,9.9 s
3173,115,176,291.194384,181.068MeV,7.14MeV,1 m
3174,116,173,289.198862,185.239MeV,7.116MeV,9.954595782134 ms
3175,116,174,290.19859,184.985MeV,7.12MeV,15 ms
3176,116,175,291.200011,186.309MeV,7.119MeV,6.3 ms
3177,116,176,292.199786,186.1MeV,7.123MeV,18 ms
3178,117,174,291.206564,192.413MeV,7.096MeV,9.954595782134 ms
3179,117,175,292.207549,193.33MeV,7.096MeV,50 ms
3180,117,176,N/A,N/A,N/A,N/A
3181,117,177,N/A,N/A,N/A,N/A
3182,118,175,293.21467,199.964MeV,7.074MeV,5 ms
