,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life,Half-life Magnitude,Half-life Time
1147,46,61,106.905133481,-88.367594,8.560847,205010000000000.0,14.0,7.1241048912151355
1148,46,62,107.903891701,-89.524304,8.567024,2.486929000002984e+62,62.0,8.0
1149,46,63,108.905950451,-87.606591,8.544883,49324.299999984,4.0,5.82361191927092
1150,46,64,109.905153254,-88.349175,8.547328,2.486929000002984e+62,62.0,8.0
1151,46,65,110.907670734,-86.004158,8.521914,1399.9999999998,3.0,4.7693253231407535
1152,46,66,111.907314058,-86.336399,8.520857,75710.00000001599,4.0,5.958440784597999
1153,46,67,112.910152908,-83.692028,8.493477,93.0,1.0,4.107039093625599
1154,46,68,113.910362638,-83.496665,8.48806,145.00000000002,2.0,4.2155141480617635
1155,46,69,114.913683824,-80.403,8.457535,25.0,1.0,3.7861760963081323
1156,46,70,115.914158662,-79.960691,8.450393,11.8,1.0,3.602806992416906
1157,46,71,116.917841338,-76.530301,8.417833,4.2,0.0,3.350504092530617
1158,46,72,117.9189843,-75.465639,8.405874,1.9,0.0,3.1567659674016406
1159,46,73,118.92311,-71.623,8.371,0.92,-1.0,2.987929275781852
1160,46,74,119.924691878,-70.149064,8.355993,0.5,-1.0,2.8996566681120064
1161,46,75,120.92887,-66.257,8.321,1.5000000000000002e-07,-7.0,0.15000000000000002
1162,46,76,121.93055,-64.692,8.306,0.17500000000000002,-1.0,2.747679349562098
1163,46,77,122.93493,-60.612,8.271,0.17400000000000002,-1.0,2.746849749427533
1164,46,78,123.93688,-58.796,8.255,0.038,-2.0,2.5265945322056034
1165,47,46,92.94978,-46.78,8.18,1.5e-06,-6.0,1.0586970863518936
1166,47,47,93.94278,-53.3,8.247,0.025968510736,-2.0,2.4714823480193817
1167,47,48,94.93548,-60.1,8.317,2.0,0.0,3.1692938075987813
1168,47,49,95.93068,-64.571,8.361,4.45,0.0,3.3646259061713932
1169,47,50,96.923972412,-70.819242,8.422337,25.9,1.0,3.7948141440590764
1170,47,51,97.921566201,-73.060614,8.441627,47.5,1.0,3.942942063709773
1171,47,52,98.917597178,-76.757735,8.475231,124.00000000002,2.0,4.177302372174831
1172,47,53,99.916104255,-78.148384,8.485098,120.6,2.0,4.1705119614290815
1173,47,54,100.912802233,-81.224197,8.511455,666.0,2.0,4.587870676671135
1174,47,55,101.911685,-82.264893,8.517343,774.0,2.0,4.624575502258109
1175,47,56,102.90897272,-84.791366,8.537541,3939.9999999984,3.0,5.028396900324842
1176,47,57,103.908629157,-85.111392,8.536135,4150.000000000799,3.0,5.044736337510422
1177,47,58,104.906528661,-87.067992,8.550343,3566999.9999998077,6.0,6.630602921810105
1178,47,59,105.906668921,-86.93734,8.544591,1438.0000000002,3.0,4.775866302355114
1179,47,60,106.90509682,-88.401743,8.553854,2.486929000002984e+62,62.0,8.0
1180,47,61,107.905955556,-87.601836,8.54198,142.00000000002,2.0,4.2104079132294014
1181,47,62,108.904752292,-88.722669,8.547944,2.486929000002984e+62,62.0,8.0
1182,47,63,109.906107231,-87.460552,8.532138,24.6,1.0,3.782236666764584
1183,47,64,110.905291157,-88.220719,8.534834,644000.0000000256,5.0,6.340465423364471
1184,47,65,111.907004814,-86.624458,8.516444,11268.0,4.0,5.359035140832444
1185,47,66,112.906566579,-87.032672,8.516117,19299.9999999996,4.0,5.528364634486041
1186,47,67,113.908803704,-84.948803,8.493936,4.6,0.0,3.3727229792958173
1187,47,68,114.908762698,-84.987,8.490593,1200.0,3.0,4.731675663351629
1188,47,69,115.911359933,-82.567691,8.466122,160.99999999998,2.0,4.241078831486165
1189,47,70,116.911684562,-82.265301,8.460163,72.79999999998,1.0,4.047228900753609
1190,47,71,117.914582768,-79.565639,8.43399,3.76,0.0,3.323475207636899
1191,47,72,118.915665059,-78.557492,8.42247,6.0,0.0,3.4376181442471525
1192,47,73,119.918787384,-75.649064,8.395307,1.23,0.0,3.0505610034129553
1193,47,74,120.919848046,-74.661064,8.384464,0.79,-1.0,2.9658756970968136
1194,47,75,121.92353,-71.231,8.354,0.529,-1.0,2.907818557345062
1195,47,76,122.9249,-69.955,8.341,0.3,-1.0,2.825707084906554
1196,47,77,123.92864,-66.471,8.311,0.17200000000000001,-1.0,2.745176148969183
1197,47,78,124.93043,-64.804,8.296,0.166,-1.0,2.740036029346685
1198,47,79,125.9345,-61.013,8.264,0.107,-1.0,2.6764612592284034
1199,47,80,126.93677,-58.898,8.247,0.079,-2.0,2.6325423637634806
1200,47,81,127.94117,-54.8,8.212,0.058,-2.0,2.587809331187646
1201,47,82,128.94369,-52.452,8.193,0.046,-2.0,2.5542526105605248
1202,47,83,129.950448,-46.157,8.144,0.05,-2.0,2.566323334778673
1203,48,47,94.94987,-46.696,8.168,0.005,-3.0,2.2329900014453394
1204,48,48,95.93977,-56.104,8.265,1.0,0.0,3.0
1205,48,49,96.93494,-60.603,8.308,2.8,0.0,3.2514735634810275
1206,48,50,97.927395546,-67.630614,8.378235,9.2,0.0,3.5420167868945986
1207,48,51,98.92501,-69.853,8.398,16.0,1.0,3.6771752303951257
1208,48,52,99.920289525,-74.249829,8.438289,49.1,1.0,3.9510335477694096
1209,48,53,100.918681538,-75.74766,8.449486,81.60000000000001,1.0,4.075099859104452
1210,48,54,101.914462258,-79.677893,8.48431,330.0,2.0,4.416366543247943
1211,48,55,102.913419246,-80.649453,8.489733,439.99999999998,2.0,4.486629821797123
1212,48,56,103.909849475,-83.974674,8.517683,3460.0000000001996,3.0,4.990312184089644
1213,48,57,104.909467905,-84.330103,8.516817,3330.0,3.0,4.980958724825201
1214,48,58,105.90645941,-87.132499,8.539052,2.486929000002984e+62,62.0,8.0
1215,48,59,106.906617928,-86.984841,8.5333,23000.0000000004,4.0,5.583552220782886
1216,48,60,107.904183683,-89.252325,8.550018,2.486929000002984e+62,62.0,8.0
1217,48,61,108.904982293,-88.508424,8.538801,39865055.80923842,7.0,7.001854127457517
1218,48,62,109.90300207,-90.35299,8.55132,2.486929000002984e+62,62.0,8.0
1219,48,63,110.904178107,-89.257519,8.537127,2.486929000002984e+62,62.0,8.0
1220,48,64,111.902757809,-90.580518,8.54478,2.486929000002984e+62,62.0,8.0
1221,48,65,112.904401662,-89.049279,8.52704,2.4003044140032015e+23,23.0,7.289296339507362
1222,48,66,113.90335854,-90.020941,8.531565,2.486929000002984e+62,62.0,8.0
1223,48,67,114.905430969,-88.090485,8.510777,192499.99999997762,5.0,6.135783460271774
1224,48,68,115.904755809,-88.719392,8.51241,9.7774e+26,26.0,7.355055242126198
1225,48,69,116.907218618,-86.425301,8.489032,8960.0000000004,3.0,5.286916594306078
1226,48,70,117.90691453,-86.708557,8.487893,3019.9999999998004,3.0,4.957092762613021
1227,48,71,118.909921597,-83.907492,8.460854,160.99999999998,2.0,4.241078831486165
1228,48,72,119.909850129,-83.974064,8.458162,50.8,1.0,3.9593468001756724
1229,48,73,120.912977363,-81.061064,8.430891,13.5,1.0,3.6356792023463314
1230,48,74,121.913332432,-80.73032,8.425233,5.24,0.0,3.4045388640749925
1231,48,75,122.917002999,-77.311209,8.394558,2.1,0.0,3.181210284931835
1232,48,76,123.917647616,-76.710752,8.387108,1.25,0.0,3.0545004329565035
1233,48,77,124.92124637,-73.358534,8.357764,0.65,-1.0,2.9376377855476186
1234,48,78,125.922353321,-72.327416,8.347307,0.515,-1.0,2.9039357430137303
1235,48,79,126.926443864,-68.5171,8.315132,0.37,-1.0,2.856067241355665
1236,48,80,127.927762285,-67.288998,8.303632,0.28,-1.0,2.81571934378074
1237,48,81,128.93215,-63.202,8.27,0.27,-1.0,2.8104545880529956
1238,48,82,129.933901937,-61.569949,8.256066,0.162,-1.0,2.7365050048475434
1239,48,83,130.94067,-55.266,8.207,0.069,-2.0,2.6129496969124184
1240,48,84,131.94555,-50.72,8.171,0.098,-2.0,2.6637420252308317
1241,49,48,96.94954,-47.003,8.161,0.005,-3.0,2.2329900014453394
1242,49,49,97.94214,-53.896,8.23,0.032,-2.0,2.5017166594399685
1243,49,50,98.93422,-61.274,8.303,3.0,0.0,3.2683243366483707
1244,49,51,99.931110851,-64.169829,8.329666,5.9,0.0,3.433513184818125
1245,49,52,100.92634,-68.614,8.371,15.1,1.0,3.66303524350856
1246,49,53,101.924090238,-70.709488,8.388714,23.3,1.0,3.7689761603412566
1247,49,54,102.919914188,-74.599453,8.423399,64.99999999997999,1.0,4.019549577827858
1248,49,55,103.918296171,-76.106627,8.434506,108.0,2.0,4.143560625142675
1249,49,56,104.91467354,-79.481085,8.463185,304.00000000002,2.0,4.39632305354963
1250,49,57,105.913465411,-80.606451,8.470105,370.00000000002,2.0,4.444310051528473
1251,49,58,106.9102951,-83.559577,8.493977,1939.9999999998001,3.0,4.849000038225558
1252,49,59,107.90969818,-84.115603,8.495212,3499.9999999998004,3.0,4.99311956369606
1253,49,60,108.907150507,-86.488746,8.513095,15000.0000000012,4.0,5.449053550324533
1254,49,61,109.907165274,-86.47499,8.508954,17640.0,4.0,5.500065540092688
1255,49,62,110.905103278,-88.395728,8.522315,242329.99999996801,5.0,6.174801813658038
1256,49,63,111.905532331,-87.996067,8.51472,898.2,2.0,4.660923416998129
1257,49,64,112.904057761,-89.36962,8.522951,2.486929000002984e+62,62.0,8.0
1258,49,65,113.904913876,-88.572155,8.511994,71.89999999998,1.0,4.044190639003383
1259,49,66,114.903878484,-89.536616,8.516549,1.3901763064433421e+22,22.0,7.266759594891512
1260,49,67,115.905259703,-88.250019,8.501619,14.1,1.0,3.6462999772417737
1261,49,68,116.904513564,-88.945042,8.503882,2590.0000000001996,3.0,4.919577855564791
1262,49,69,117.906354367,-87.230346,8.485685,5.0,0.0,3.393088048154066
1263,49,70,118.90584535,-87.704492,8.486187,144.0,2.0,4.213823903691868
1264,49,71,119.907959608,-85.735073,8.466318,3.08,0.0,3.274752058574903
1265,49,72,120.907845822,-85.841064,8.463929,23.1,1.0,3.766870635778559
1266,49,73,121.91027601,-83.577359,8.442156,1.5,0.0,3.0990305290495894
1267,49,74,122.910438276,-83.426209,8.437912,6.17,0.0,3.444442037122958
1268,49,75,123.913175231,-80.876752,8.414396,3.12,0.0,3.277903577612887
1269,49,76,124.913600588,-80.480534,8.408482,2.36,0.0,3.20971894426284
1270,49,77,125.916463857,-77.813416,8.384638,1.53,0.0,3.10386710960485
1271,49,78,126.917353091,-76.9851,8.375649,1.09,0.0,3.021047983366178
1272,49,79,127.920172328,-74.358998,8.352755,0.84,-1.0,2.974759762020627
1273,49,80,128.92169698,-72.938793,8.339564,0.611,-1.0,2.9286804034141847
1274,49,81,129.924970049,-69.889949,8.314048,0.29,-1.0,2.820799332632985
1275,49,82,130.926851767,-68.137141,8.298814,0.28,-1.0,2.81571934378074
1276,49,83,131.93299026,-62.419171,8.253773,0.20700000000000002,-1.0,2.771990115152306
1277,49,84,132.93781,-57.93,8.218,0.165,-1.0,2.7391613147379688
1278,49,85,133.94415,-52.024,8.173,0.14,-1.0,2.715376011892746
1279,49,86,134.94933,-47.199,8.137,0.091,-2.0,2.6530137974403645
1280,50,49,98.94933,-47.199,8.152,0.005,-3.0,2.2329900014453394
1281,50,50,99.939044343,-56.779829,8.247942,1.0,0.0,3.0
1282,50,51,100.93606,-59.56,8.274,1.7,0.0,3.129600292060956
1283,50,52,101.930295324,-64.929488,8.324377,4.5,0.0,3.36735486569796
1284,50,53,102.9281,-66.974,8.341,7.0,0.0,3.475267804036312
1285,50,54,103.923143223,-71.591627,8.38357,20.8,1.0,3.741254904316145
1286,50,55,104.921349437,-73.262528,8.396509,34.0,1.0,3.861275955412585
1287,50,56,105.91688062,-77.425204,8.432712,115.00000000002001,2.0,4.158899075603992
1288,50,57,106.915644329,-78.576801,8.440097,174.0,2.0,4.260044244154816
1289,50,58,107.911925378,-82.040983,8.468758,618.0,2.0,4.569601278005258
1290,50,59,108.911283214,-82.639154,8.4706,1099.9999999998,3.0,4.7104240623523745
1291,50,60,109.907842791,-85.843888,8.496104,14799.999999999598,4.0,5.444829889855328
1292,50,61,110.90773446,-85.944797,8.493186,2119.9999999998004,3.0,4.870670934326334
1293,50,62,111.904818207,-88.661269,8.513674,2.486929000002984e+62,62.0,8.0
1294,50,63,112.905170577,-88.333039,8.506854,9943800.00000192,6.0,6.8043727814461175
1295,50,64,113.902778869,-90.560901,8.522576,2.486929000002984e+62,62.0,8.0
1296,50,65,114.903342397,-90.035978,8.514088,2.486929000002984e+62,62.0,8.0
1297,50,66,115.90174053,-91.528107,8.523134,2.486929000002984e+62,62.0,8.0
1298,50,67,116.902951656,-90.39995,8.50963,2.486929000002984e+62,62.0,8.0
1299,50,68,117.901603167,-91.65606,8.516561,2.486929000002984e+62,62.0,8.0
1300,50,69,118.90330763,-90.068363,8.499477,2.486929000002984e+62,62.0,8.0
1301,50,70,119.902194676,-91.105073,8.504548,2.486929000002984e+62,62.0,8.0
1302,50,71,120.90423548,-89.204076,8.485257,97309.9999999872,4.0,6.020155279981532
1303,50,72,121.903439046,-89.94595,8.487945,2.486929000002984e+62,62.0,8.0
1304,50,73,122.905720838,-87.820474,8.467278,11160000.00000288,7.0,6.823930192136958
1305,50,74,123.905273946,-88.236752,8.467441,2.486929000002984e+62,62.0,8.0
1306,50,75,124.907784125,-85.898534,8.445567,833000.0000000257,5.0,6.384082269665402
1307,50,76,125.90765328,-86.020416,8.443564,7260920852358.234,12.0,7.097677452050457
1308,50,77,126.910360024,-83.4991,8.42078,7599.999999999601,3.0,5.235116974638646
1309,50,78,127.910536624,-83.334598,8.416765,3544.0000000002,3.0,4.996170861420939
1310,50,79,128.913479,-80.593793,8.39284,133.99999999998,2.0,4.196245143885151
1311,50,80,129.913967295,-80.138949,8.386868,223.00000000001998,2.0,4.3206440467544835
1312,50,81,130.916999769,-77.314218,8.362896,56.0,1.0,3.9831492268326563
1313,50,82,131.917815713,-76.554171,8.35493,39.7,1.0,3.8991307721534767
1314,50,83,132.923829249,-70.952598,8.31068,1.45,0.0,3.0907504365560348
1315,50,84,133.928291765,-66.795791,8.277873,1.05,0.0,3.011916477333054
1316,50,85,134.93473,-60.799,8.233,0.53,-1.0,2.9080919565335965
1317,50,86,135.93934,-56.504,8.199,0.25,-1.0,2.7993133362240123
1318,50,87,136.94599,-50.31,8.152,0.19,-1.0,2.759584533650943
1319,51,52,102.93969,-56.178,8.229,1.5e-06,-6.0,1.0586970863518936
1320,51,53,103.936472,-59.176,8.257,0.44,-1.0,2.8811508921620623
1321,51,54,104.931486348,-63.820056,8.29913,1.22,0.0,3.0485672018373666
1322,51,55,105.928791,-66.33,8.321,0.6,-1.0,2.926050416794548
1323,51,56,106.92415,-70.654,8.36,4.0,0.0,3.3385876151975626
1324,51,57,107.92216,-72.507,8.374,7.4,0.0,3.488840147621546
1325,51,58,108.918132426,-76.259154,8.40489,17.0,1.0,3.6919821478138033
1326,51,59,109.916753,-77.544,8.415,23.0,1.0,3.7658110274498835
1327,51,60,110.913163,-80.888145,8.440583,75.0,1.0,4.0545004329565035
1328,51,61,111.912398009,-81.600729,8.443648,51.4,1.0,3.9622146139852434
1329,51,62,112.909371672,-84.419744,8.4653,400.00000000002,2.0,4.46335132670327
1330,51,63,113.909269,-84.515383,8.462683,208.99999999998,2.0,4.304808174001189
1331,51,64,114.906598,-87.003403,8.480915,1930.0000000001999,3.0,4.84773781662215
1332,51,65,115.906793629,-86.821176,8.475813,948.0,2.0,4.674102996972731
1333,51,66,116.904835941,-88.64475,8.487942,9900.0,3.0,5.318308299884186
1334,51,67,117.905528731,-87.99942,8.478942,216.40425613332002,2.0,4.313311113161296
1335,51,68,118.903942009,-89.477443,8.487937,137499.999999984,5.0,6.078753275430184
1336,51,69,119.905072427,-88.424465,8.47569,953.4000000000001,2.0,4.675490286300579
1337,51,70,120.903815686,-89.595111,8.482023,2.486929000002984e+62,62.0,8.0
1338,51,71,121.905173651,-88.330175,8.468288,235340.0000000352,5.0,6.169840853352723
1339,51,72,122.90421397,-89.224113,8.472329,2.486929000002984e+62,62.0,8.0
1340,51,73,123.905935743,-87.620291,8.456161,5200000.000000416,6.0,6.694491104370075
1341,51,74,124.905253818,-88.255501,8.458164,87006244.0,7.0,7.008028580137077
1342,51,75,125.90724748,-86.398416,8.440355,1067000.0000002559,6.0,6.426044458886337
1343,51,76,126.906923609,-86.7001,8.439824,333000.0000000288,5.0,6.2286742858926685
1344,51,77,127.909169001,-84.608531,8.420605,32400.0,4.0,5.69137424808681
1345,51,78,128.909148442,-84.627681,8.418046,15999.9999999984,4.0,5.469361111046474
1346,51,79,129.911656324,-82.291605,8.397409,2370.0,3.0,4.897897237528015
1347,51,80,130.911982275,-81.987983,8.392602,1381.9999999998,3.0,4.76616474125052
1348,51,81,131.914466896,-79.673573,8.372634,166.99999999998002,2.0,4.25001541385637
1349,51,82,132.91525163,-78.942598,8.364873,150.0,2.0,4.223794240555285
1350,51,83,133.920379744,-74.165791,8.327034,0.7790553220800001,-1.0,2.9638560995926024
1351,51,84,134.925165771,-69.707636,8.292117,1.68,0.0,3.126709851975332
1352,51,85,135.93035,-64.879,8.255,0.923,-1.0,2.9884005670086373
1353,51,86,136.93531,-60.258,8.22,0.45,-1.0,2.884404171258448
1354,51,87,137.94079,-55.154,8.182,3.0000000000000004e-07,-7.0,0.30000000000000004
1355,51,88,138.94598,-50.319,8.146,1.5000000000000002e-07,-7.0,0.15000000000000002
1356,52,53,104.94364,-52.499,8.184,6.2e-07,-7.0,0.62
1357,52,54,105.937504237,-58.214429,8.236717,7e-05,-5.0,1.6150326800047523
1358,52,55,106.935006,-60.541,8.257,0.0031000000000000003,-3.0,2.163787231278091
1359,52,56,107.929444597,-65.721935,8.303168,2.1,0.0,3.181210284931835
1360,52,57,108.927415515,-67.612012,8.318381,4.6,0.0,3.3727229792958173
1361,52,58,109.922407316,-72.27712,8.358545,18.6,1.0,3.713951045471533
1362,52,59,110.921110692,-73.484917,8.366839,19.3,1.0,3.722974105116429
1363,52,60,111.917013672,-77.301267,8.398275,120.0,2.0,4.169293807598781
1364,52,61,112.915891,-78.34703,8.404636,102.0,2.0,4.129600292060956
1365,52,62,113.912089,-81.88857,8.432778,912.0,2.0,4.664647390197985
1366,52,63,114.911902,-82.062759,8.43115,349.99999999998,2.0,4.430737707943212
1367,52,64,115.90846,-85.268962,8.455687,8960.0000000004,3.0,5.286916594306078
1368,52,65,116.908644719,-85.096897,8.450931,3700.0000000008,3.0,5.008621305884341
1369,52,66,117.905827581,-87.721044,8.469953,520000.0000000416,5.0,6.30421565464621
1370,52,67,118.906403645,-87.184443,8.462094,57780.0,4.0,5.873398940908477
1371,52,68,119.904020222,-89.404587,8.477338,2.486929000002984e+62,62.0,8.0
1372,52,69,120.904936424,-88.551151,8.46693,1654999.9999997762,6.0,6.5004440645409165
1373,52,70,121.903043898,-90.314028,8.478137,2.486929000002984e+62,62.0,8.0
1374,52,71,122.904270029,-89.171894,8.465544,2.90168e+24,24.0,7.30901300920509
1375,52,72,123.902817896,-90.524548,8.473273,2.486929000002984e+62,62.0,8.0
1376,52,73,124.904430731,-89.022201,8.458039,2.486929000002984e+62,62.0,8.0
1377,52,74,125.903311696,-90.064575,8.463242,2.486929000002984e+62,62.0,8.0
1378,52,75,126.905226336,-88.2811,8.446113,33699.9999999996,4.0,5.703752708824121
1379,52,76,127.904463056,-88.992091,8.44874,2.7755200000000004e+26,26.0,7.345093305254686
1380,52,77,128.906598238,-87.003181,8.430396,4179.9999999996,3.0,5.047002791346096
1381,52,78,129.906224399,-87.35141,8.430312,1.577000000000946e+31,31.0,7.4317009474966405
1382,52,79,130.908523864,-85.209473,8.411221,1500.0,3.0,4.786176096308132
1383,52,80,131.90855316,-85.182183,8.40844,276800.0000000256,5.0,6.197343695687623
1384,52,81,132.910955306,-82.944598,8.389081,750.0,2.0,4.616882288709351
1385,52,82,133.911368737,-82.55949,8.383836,2509.9999999998004,3.0,4.911914816440676
1386,52,83,134.916448592,-77.827636,8.34647,19.0,1.0,3.719147823154488
1387,52,84,135.920101246,-74.42521,8.319429,17.63,1.0,3.7008696881271703
1388,52,85,136.925322954,-69.561221,8.282114,2.49,0.0,3.222815324067767
1389,52,86,137.92922,-65.931,8.254,1.4,0.0,3.0821797558822457
1390,52,87,138.93473,-60.799,8.216,1.5000000000000002e-07,-7.0,0.15000000000000002
1391,52,88,139.93885,-56.961,8.188,0.3,-1.0,2.825707084906554
1392,52,89,140.94465,-51.558,8.148,1.5000000000000002e-07,-7.0,0.15000000000000002
1393,52,90,141.94908,-47.432,8.119,1.5000000000000002e-07,-7.0,0.15000000000000002
1394,53,55,107.943475,-52.652,8.175,0.036000000000000004,-2.0,2.5187675002557626
1395,53,56,108.938149417,-57.613447,8.219474,0.000103,-4.0,1.6709457415683908
1396,53,57,109.935242,-60.321,8.243,0.65,-1.0,2.9376377855476186
1397,53,58,110.930276,-64.947,8.284,2.5,0.0,3.223794240555285
1398,53,59,111.92797,-67.096,8.3,3.42,0.0,3.3003265925443164
1399,53,60,112.923640583,-71.128339,8.33383,6.6,0.0,3.460896639341028
1400,53,61,113.92185,-72.796,8.346,2.1,0.0,3.181210284931835
1401,53,62,114.918048,-76.337797,8.374564,78.0,1.0,4.064079673921019
1402,53,63,115.916808633,-77.49226,8.381902,2.91,0.0,3.26088500001663
1403,53,64,116.91365,-80.434508,8.404395,133.00000000001998,2.0,4.194415627190837
1404,53,65,117.913074,-80.971048,8.406119,822.0,2.0,4.63927102202985
1405,53,66,118.910074,-83.76553,8.426789,1146.0,3.0,4.720429922354096
1406,53,67,119.910048173,-83.789587,8.424027,4799.9999999987995,3.0,5.090521459927579
1407,53,68,120.907366811,-86.28726,8.441754,7629.9999999984,3.0,5.236356600590322
1408,53,69,121.907589284,-86.080028,8.437019,217.99999999998,2.0,4.315105502470632
1409,53,70,122.905588965,-87.943313,8.449195,47604.6,4.0,5.81244550520369
1410,53,71,123.906209852,-87.364961,8.441483,360800.0000000064,5.0,6.242264572876097
1411,53,72,124.904630164,-88.836431,8.450294,5130000.0,6.0,6.692193951454939
1412,53,73,125.905624153,-87.910536,8.439937,1116999.999999936,6.0,6.433806551177543
1413,53,74,126.904472681,-88.983125,8.445481,2.486929000002984e+62,62.0,8.0
1414,53,75,127.905809443,-87.737939,8.432829,1498.9999999998,3.0,4.786013215784107
1415,53,76,128.904987722,-88.503367,8.43596,495062785388018.44,14.0,7.1310795206896715
1416,53,77,129.906674247,-86.932379,8.421071,44499.999999996,4.0,5.791224906166784
1417,53,78,130.906124609,-87.444363,8.422309,693377.28,5.0,6.3529869192655255
