Z,Nuclide,mass,spin & parity,abundance,half-life,sig(J32),sig(J33),sig(J40)
47,Ag-106 m,8.96600E+01 keV,6+,,8.28D 2,,,
47,Ag-107,106.905092732 +- 0.000003292,1/2-,51.839,stable,XXX,XXX,XXX
47,Ag-107 m,9.31250E+01 keV,7/2+,,44.3S 2,,,
47,Ag-108,107.905951468 +- 0.000003297,1+,,2.382M 1,,,
47,Ag-108 m,1.09466E+02 keV,6+,,438Y 9,,,
47,Ag-109,108.904755649 +- 0.000002179,1/2-,48.161,stable,XXX,XXX,XXX
47,Ag-109 m,8.80341E+01 keV,7/2+,,39.6S 2,,,
47,Ag-110,109.906110586 +- 0.000002178,1+,,24.6S 2,,,
47,Ag-110 m,1.17590E+02 keV,6+,,249.76D 4,XXX,XXX,XXX
47,Ag-111,110.905294151 +- 0.000002374,1/2-,,7.45D 1,,,XXX
47,Ag-111 m,5.98200E+01 keV,7/2+,,64.8S 8,,,
47,Ag-112,111.907048555 +- 0.000002600,2(-),,3.130H 9,,,
47,Ag-113,112.906569499 +- 0.000017949,1/2-,,5.37H 5,,,
47,Ag-113 m,4.36000E+01 keV,7/2+,,68.7S 16,,,
47,Ag-114,113.908823035 +- 0.000004900,1+,,4.6S 1,,,
47,Ag-114 m,1.99000E+02 keV,6+ LT,,1.50MS 5,,,
47,Ag-115,114.908766682 +- 0.000019616,1/2-,,20.0M 5,,,
47,Ag-115 m,4.11000E+01 keV,7/2+,,18.0S 7,,,
47,Ag-116,115.911386816 +- 0.000003500,(2)-,,2.68M 10,,,
47,Ag-116 m,8.19000E+01 keV,(5+),,8.6S 3,,,
47,Ag-117,116.911774006 +- 0.000014574,(1/2-),,72.8S +20 -7,,,
47,Ag-117 m,2.86000E+01 keV,(7/2)+,,5.34S 5,,,
47,Ag-118,117.914595490 +- 0.000002700,1(-),,3.76S 15,,,
47,Ag-118 m,1.27740E+02 keV,4(+),,2.0S 2,,,
47,Ag-119,118.915570299 +- 0.000015783,(7/2+),,2.1S 1,,,
47,Ag-119,,(1/2-),,6.0S 1,,,
47,Ag-120,119.918784771 +- 0.000004800,3(+),,1.23S 4,,,
47,Ag-120 m,2.03000E+02 keV,6(-),,0.32S 4,,,
47,Ag-121,120.920125285 +- 0.000013000,(7/2+),,0.78S 1,,,
47,Ag-122,121.923664451 +- 0.000041000,(3+),,0.529S 13,,,
47,Ag-123,122.925337065 +- 0.000033000,(7/2+),,296S 6,,,
47,Ag-124,123.928931231 +- 0.000270000,2 GE,,0.172S 5,,,
47,Ag-125,124.930830 +- 0.000210,(7/2+),,0.166S 7,,,
47,Ag-126,125.934670 +- 0.000210,,,107MS 12,,,
47,Ag-127,126.936910 +- 0.000320,,,109MS 15,,,
47,Ag-128,127.941020 +- 0.000320,,,58MS 5,,,
47,Ag-129,128.943570 +- 0.000430,,,44MS 7,,,
47,Ag-130,129.950298 +- 0.000358,,,50MS AP,,,
48,Cd-nat,112.411 +- 0.008,,,,,,XXX
48,Cd- 96,95.940340 +- 0.000430,,,1.03S +24 -21,,,
48,Cd- 97,96.935100 +- 0.000320,,,3S +4 -3,,,
48,Cd- 98,97.927405913 +- 0.000058685,,,9.2S 3,,,
48,Cd- 99,98.924925848 +- 0.000001700,,,16S 3,,,
48,Cd-100,99.920348818 +- 0.000001799,0+,,49.1S 5,,,
48,Cd-101,100.918586547 +- 0.000001541,(5/2+),,1.36M 5,,,
48,Cd-102,101.914481794 +- 0.000001795,0+,,5.5M 5,,,
48,Cd-103,102.913416315 +- 0.000001932,(5/2)+,,7.3M 1,,,
48,Cd-104,103.909856226 +- 0.000001805,0+,,57.7M 10,,,
48,Cd-105,104.909463816 +- 0.000001445,5/2+,,55.5M 4,,,
48,Cd-106,105.906461655 +- 0.000001797,0+,1.25,stable,XXX,XXX,XXX
48,Cd-107,106.906612305 +- 0.000001816,5/2+,,6.50H 2,,,
48,Cd-108,107.904183510 +- 0.000002232,0+,0.89,stable,XXX,XXX,XXX
48,Cd-109,108.904986713 +- 0.000001700,5/2+,,461.4D 12,,,
48,Cd-110,109.903004927 +- 0.000001830,0+,12.49,stable,XXX,XXX,XXX
48,Cd-111,110.904181101 +- 0.000001825,1/2+,12.80,stable,XXX,XXX,XXX
48,Cd-111 m,3.96220E+02 keV,11/2-,,48.54M 5,,,
48,Cd-112,111.902760801 +- 0.000001807,0+,24.13,stable,XXX,XXX,XXX
48,Cd-113,112.904404738 +- 0.000001744,1/2+,12.22,8.04E+15Y 5,XXX,XXX,XXX
48,Cd-113 m,2.63700E+02 keV,11/2-,,14.1Y 5,,,
48,Cd-114,113.903361614 +- 0.000001748,0+,28.73,stable,XXX,XXX,XXX
48,Cd-115,114.905434041 +- 0.000001859,1/2+,,53.46H 5,,,
48,Cd-115 m,1.81000E+02 keV,11/2-,,44.56D 24,,,
48,Cd-116,115.904758931 +- 0.000001803,0+,7.49,2.9E+19Y +4 -3,XXX,XXX,XXX
48,Cd-117,116.907221740 +- 0.000002098,1/2+,,2.49H 4,,,
48,Cd-117 m,1.36400E+02 keV,11/2-,,3.36H 5,,,
48,Cd-118,117.906917652 +- 0.000021546,0+,,50.3M 2,,,
48,Cd-119,118.909846946 +- 0.000040470,3/2+,,2.69M 2,,,
48,Cd-119 m,1.46540E+02 keV,(11/2-),,2.20M 2,,,
48,Cd-120,119.909868071 +- 0.000004000,0+,,50.80S 21,,,
48,Cd-121,120.912980924 +- 0.000090792,(3/2+),,13.5S 3,,,
48,Cd-121 m,2.14890E+02 keV,(11/2-),,8.3S 8,,,
48,Cd-122,121.913454551 +- 0.000004700,0+,,5.24S 3,,,
48,Cd-123,122.916994949 +- 0.000040144,(3/2+),,2.10S 2,,,
48,Cd-123 m,3.16530E+02 keV,(11/2-),,1.82S 3,,,
48,Cd-124,123.917661905 +- 0.000009891,0+,,1.25S 2,,,
48,Cd-125,124.921257782 +- 0.000065395,(3/2+),,0.65S 2,,,
48,Cd-125 m,5.00000E+01 keV,(11/2-),,0.48S 3,,,
48,Cd-126,125.922429506 +- 0.000004500,0+,,0.515S 17,,,
48,Cd-127,126.926531578 +- 0.000068552,(3/2+),,0.43S 3,,,
48,Cd-128,127.927803786 +- 0.000018000,0+,,0.34S 3,,,
48,Cd-129,128.932030 +- 0.000210,(3/2+),,0.27S 4,,,
48,Cd-130,129.933935970 +- 0.000176807,0+,,162MS 7,,,
48,Cd-131,130.940550 +- 0.000210,(7/2-),,68MS 3,,,
48,Cd-132,131.945390 +- 0.000320,0+,,97MS 10,,,
49,In-nat,114.818 +- 0.003,,,,,,XXX
49,In- 98,97.942140 +- 0.000210,,,1.7S 8,,,
49,In- 98,,,,45MS 23,,,
49,In- 99,98.934110 +- 0.000210,,,3.1S 8,,,
49,In-100,99.930923655 +- 0.000193571,,,6.1S 9,,,
49,In-101,100.926340 +- 0.000320,,,16S 3,,,
49,In-102,101.924105879 +- 0.000005117,(6+),,22S 1,,,
49,In-103,102.919881873 +- 0.000009798,(9/2)+,,60S 1,,,
49,In-103 m,6.31700E+02 keV,,,34S 2,,,
49,In-104,103.918214541 +- 0.000006200,(6+),,1.80M 3,,,
49,In-104 m,9.34800E+01 keV,(3+),,15.7S 5,,,
49,In-105,104.914502325 +- 0.000011000,9/2+,,5.07M 7,,,
49,In-105 m,6.74100E+02 keV,(1/2-),,48S 6,,,
49,In-106,105.913468112 +- 0.000012198,7+,,6.2M 1,,,
49,In-106 m,2.86000E+01 keV,(2)+,,5.2M 1,,,
49,In-107,106.910290231 +- 0.000011100,9/2+,,32.4M 3,,,
49,In-107 m,6.78500E+02 keV,1/2-,,50.4S 6,,,
49,In-108,107.909697587 +- 0.000010032,7+,,58.0M 12,,,
49,In-108 m,2.97500E+01 keV,2+,,39.6M 7,,,
49,In-109,108.907150691 +- 0.000004521,9/2+,,4.167H 18,,,
49,In-109 m,6.50100E+02 keV,1/2-,,1.34M 7,,,
49,In-109 n,2.10100E+03 keV,(19/2+),,0.209S 6,,,
49,In-110,109.907168131 +- 0.000012530,7+,,4.9H 1,,,
49,In-110 m,6.21000E+01 keV,2+,,69.1M 5,,,
49,In-111,110.905105918 +- 0.000004143,9/2+,,2.8047D 4,,,
49,In-111 m,5.37000E+02 keV,1/2-,,7.7M 2,,,
49,In-112,111.905535627 +- 0.000004900,1+,,14.97M 10,,,
49,In-112 m,1.56400E+02 keV,4+,,20.56M 2,,,
49,In-113,112.904059138 +- 0.000001659,9/2+,4.29,stable,XXX,XXX,XXX
49,In-113 m,3.91691E+02 keV,1/2-,,99.476M 23,,,
49,In-114,113.904915265 +- 0.000001650,1+,,1.20M 1,,,
49,In-114 m,1.90290E+02 keV,5+,,49.51D 1,,,
49,In-114 n,5.01940E+02 keV,8-,,43.1MS 6,,,
49,In-115,114.903878776 +- 0.000000012,9/2+,95.71,4.41E+14Y 25,XXX,XXX,XXX
49,In-115 m,3.36244E+02 keV,1/2-,,4.486H 4,,,
49,In-116,115.905259995 +- 0.000000236,1+,,14.10S 3,,,
49,In-116 m,1.27268E+02 keV,5+,,54.41M 6,,,
49,In-116 n,2.89660E+02 keV,8-,,2.18S 4,,,
49,In-117,116.904515726 +- 0.000005240,9/2+,,43.2M 3,,,
49,In-117 m,3.15302E+02 keV,1/2-,,116.2M 3,,,
49,In-118,117.906356682 +- 0.000008324,1+,,5.0S 5,,,
49,In-118 m,6.00000E+01 keV,5+,,4.45M 5,,,
49,In-118 n,2.00000E+02 keV,8-,,8.5S 3,,,
49,In-119,118.905851133 +- 0.000008131,9/2+,,2.4M 1,,,
49,In-119 m,3.11370E+02 keV,1/2-,,18.0M 3,,,
49,In-120,119.907966995 +- 0.000043006,1+,,3.08S 8,,,
49,In-120 m,7.00000E+01 keV,(5)+,,46.2S 8,,,
49,In-120,,(8-),,47.3S 5,,,
49,In-121,120.907849382 +- 0.000029449,9/2+,,23.1S 6,,,
49,In-121 m,3.13690E+02 keV,1/2-,,3.88M 10,,,
49,In-122,121.910279571 +- 0.000053749,1+,,1.5S 3,,,
49,In-122 m,4.00000E+01 keV,5+,,10.3S 6,,,
49,In-122 n,2.90000E+02 keV,(8-),,10.8S 4,,,
49,In-123,122.910436738 +- 0.000025078,(9/2)+,,6.17S 5,,,
49,In-123 m,3.27210E+02 keV,(1/2)-,,47.4S 4,,,
49,In-124,123.913183837 +- 0.000033319,(1)+,,3.12S 10,,,
49,In-124 m,5.00000E+01 keV,(8-),,3.7S 2,,,
49,In-125,124.913602458 +- 0.000031570,9/2(+),,2.36S 4,,,
49,In-125 m,3.60120E+02 keV,1/2(-),,12.2S 2,,,
49,In-126,125.916463493 +- 0.000043414,3(+),,1.53S 1,,,
49,In-126 m,1.02000E+02 keV,(8-),,1.64S 5,,,
49,In-127,126.917452970 +- 0.000024010,(9/2+),,1.09S 1,,,
49,In-127 m,4.20000E+02 keV,1/2-,,3.67S 4,,,
49,In-127 n,1.86300E+03 keV,21/2-,,1.04S 10,,,
49,In-128,127.920170550 +- 0.000052136,(3)+,,0.84S 6,,,
49,In-128 m,3.20000E+02 keV,(8-),,0.72S 1,,,
49,In-129,128.921831173 +- 0.000041714,9/2+,,0.610S 4,,,
49,In-129 m,3.80000E+02 keV,1/2-,,1.23S 3,,,
49,In-129 n,1.63000E+03 keV,23/2-,,670MS 100,,,
49,In-129 o,2.81000E+02 keV,(29/2+),,110MS,,,
49,In-130,129.924971876 +- 0.000041915,1(-),,0.29S 2,,,
49,In-130 m,5.00000E+01 keV,(10-),,0.54S 1,,,
49,In-130 n,4.00000E+02 keV,5+,,0.542S 9,,,
49,In-131,130.926945624 +- 0.000021564,(9/2+),,0.28S 3,,,
49,In-131 m,3.63000E+02 keV,(1/2-),,0.35S 5,,,
49,In-131 n,4.27000E+03 keV,(19/2+ TO 21/2+,),0.32S 6,,,
49,In-132,131.932996267 +- 0.000064777,(7-),,0.207S 6,,,
49,In-133,132.937990 +- 0.000320,(9/2+),,165MS 3,,,
49,In-134,133.944150 +- 0.000430,,,140MS 4,,,
49,In-135,134.949330 +- 0.000540,,,92MS 10,,,
50,Sn-nat,118.710 +- 0.007,,,,,,XXX
50,Sn-100,99.938888483 +- 0.000601870,0+,,1.00S +54 -26,,,
50,Sn-101,100.935720 +- 0.000320,"(5/2+,7/2+)",,1.7S 3,,,
50,Sn-102,101.930289494 +- 0.000107476,0+,,4.5S 7,,,
50,Sn-103,102.928105222 +- 0.000075784,,,7.0S 2,,,
50,Sn-104,103.923107629 +- 0.000006400,0+,,20.8S 5,,,
50,Sn-105,104.921268429 +- 0.000004263,(5/2+),,34S 1,,,
50,Sn-106,105.916957404 +- 0.000005465,0+,,115S 5,,,
50,Sn-107,106.915713651 +- 0.000005700,(5/2+),,2.90M 5,,,
50,Sn-108,107.911892833 +- 0.000005900,0+,,10.30M 8,,,
50,Sn-109,108.911289859 +- 0.000008653,5/2+,,18.0M 2,,,
50,Sn-110,109.907842791 +- 0.000014790,0+,,4.173H 23,,,
50,Sn-111,110.907738059 +- 0.000006000,7/2+,,35.3M 8,,,
50,Sn-112,111.904821807 +- 0.000001813,0+,0.97,stable,XXX,XXX,XXX
50,Sn-113,112.905173525 +- 0.000002364,1/2+,,115.09D 3,,,
50,Sn-113 m,7.73800E+01 keV,7/2+,,21.4M 4,,,
50,Sn-114,113.902780398 +- 0.000001580,0+,0.66,stable,XXX,XXX,XXX
50,Sn-115,114.903344699 +- 0.000000016,1/2+,0.34,stable,XXX,XXX,XXX
50,Sn-116,115.901742835 +- 0.000000103,0+,14.54,stable,XXX,XXX,XXX
50,Sn-117,116.902954032 +- 0.000000524,1/2+,7.68,stable,XXX,XXX,XXX
50,Sn-117 m,3.14580E+02 keV,11/2-,,13.60D 4,,,
50,Sn-118,117.901606625 +- 0.000000542,0+,24.22,stable,XXX,XXX,XXX
50,Sn-119,118.903311240 +- 0.000000799,1/2+,8.59,stable,XXX,XXX,XXX
50,Sn-119 m,8.95350E+01 keV,11/2-,,293.1D 7,,,
50,Sn-120,119.902202063 +- 0.000002366,0+,32.58,stable,XXX,XXX,XXX
50,Sn-121,120.904242962 +- 0.000002381,3/2+,,27.03H 4,,,
50,Sn-121 m,6.29000E+00 keV,11/2-,,43.9Y 5,,,
50,Sn-122,121.903442607 +- 0.000002781,0+,4.63,stable,XXX,XXX,XXX
50,Sn-123,122.905723879 +- 0.000002785,11/2-,,129.2D 4,XXX,XXX,XXX
50,Sn-123 m,2.46000E+01 keV,3/2+,,40.06M 1,,,
50,Sn-124,123.905273581 +- 0.000001492,0+,5.79,stable,XXX,XXX,XXX
50,Sn-125,124.907783761 +- 0.000001607,11/2-,,9.64D 3,,,
50,Sn-125 m,2.75000E+01 keV,3/2+,,9.52M 5,,,
50,Sn-126,125.907652915 +- 0.000011484,0+,,2.30E+5Y 14(*),XXX,XXX,XXX
50,Sn-127,126.910391348 +- 0.000010922,(11/2-),,2.10H 4,,,
50,Sn-127 m,4.70000E+00 keV,(3/2+),,4.13M 3,,,
50,Sn-128,127.910534847 +- 0.000029174,0+,,59.07M 5,,,
50,Sn-128 m,2.09150E+03 keV,(7-),,6.5S 5,,,
50,Sn-129,128.913479000 +- 0.000031000,(3/2+),,2.23M 4,,,
50,Sn-129 m,3.52000E+01 keV,(11/2-),,6.9M 1,,,
50,Sn-130,129.913969121 +- 0.000009626,0+,,3.72M 7,,,
50,Sn-130 m,1.94688E+03 keV,(7-),,1.7M 1,,,
50,Sn-131,130.917045399 +- 0.000009571,(3/2+),,56.0S 5,,,
50,Sn-131 m,2.40000E+02 keV,(11/2-),,58.4S 5,,,
50,Sn-132,131.917821719 +- 0.000006866,0+,,39.7S 8,,,
50,Sn-133,132.923942655 +- 0.000025000,(7/2-),,1.45S 3,,,
50,Sn-134,133.928798822 +- 0.000160000,0+,,1.050S 11,,,
50,Sn-135,134.934930 +- 0.000430,(7/2-),,530MS 20,,,
50,Sn-136,135.939560 +- 0.000540,0+,,250MS 30,,,
50,Sn-137,136.945990 +- 0.000640,,,190MS 60,,,
51,Sb-nat,121.760 +- 0.001,,,,XXX,,XXX
51,Sb-103,102.939690 +- 0.000320,,,unknown,,,
51,Sb-104,103.936477 +- 0.000234,,,0.44S +15 -11,,,
51,Sb-105,104.931450754 +- 0.000017328,5/2+,,1.3S 2,,,
51,Sb-106,105.928637981 +- 0.000008000,(2+),,0.6S 2,,,
51,Sb-107,106.924150641 +- 0.000004452,(5/2+),,4.0S 2,,,
51,Sb-108,107.922226733 +- 0.000005900,(4+),,7.4S 3,,,
51,Sb-109,108.918140890 +- 0.000005654,(5/2+),,17.0S 7,,,
51,Sb-110,109.916854285 +- 0.000006400,"(3+,4+)",,23.0S 4,,,
51,Sb-111,110.913218194 +- 0.000009500,(5/2+),,75S 1,,,
51,Sb-112,111.912398009 +- 0.000019140,3+,,51.4S 10,,,
51,Sb-113,112.909374620 +- 0.000018531,5/2+,,6.67M 7,,,
51,Sb-114,113.909289295 +- 0.000023452,3+,,3.49M 3,,,
51,Sb-115,114.906598000 +- 0.000017203,5/2+,,32.1M 3,,,
51,Sb-116,115.906792670 +- 0.000005571,3+,,15.8M 8,,,
51,Sb-116 m,3.83000E+02 keV,8-,,60.3M 6,,,
51,Sb-117,116.904838260 +- 0.000009603,5/2+,,2.80H 1,,,
51,Sb-118,117.905532189 +- 0.000003239,1+,,3.6M 1,,,
51,Sb-118 m,2.50000E+02 keV,8-,,5.00H 2,,,
51,Sb-119,118.903945529 +- 0.000008268,5/2+,,38.19H 22,,,
51,Sb-120,119.905079814 +- 0.000008021,1+,,15.89M 4,,,
51,Sb-120,,8-,,5.76D 2,,,
51,Sb-121,120.903810584 +- 0.000003054,5/2+,57.21,stable,XXX,XXX,XXX
51,Sb-122,121.905168565 +- 0.000003051,2-,,2.7238D 2,,,
51,Sb-122 m,1.37473E+02 keV,(5)+,,0.53MS 3,,,
51,Sb-122 n,1.63559E+02 keV,(8)-,,4.191M 3,,,
51,Sb-123,122.904211755 +- 0.000002338,7/2+,42.79,stable,XXX,XXX,XXX
51,Sb-124,123.905933528 +- 0.000002337,3-,,60.20D 3,XXX,XXX,XXX
51,Sb-124 m,1.08600E+01 keV,5+,,93S 5,,,
51,Sb-124 n,3.68400E+01 keV,(8)-,,20.2M 2,,,
51,Sb-125,124.905251540 +- 0.000002837,7/2+,,2.75856Y 25,XXX,XXX,XXX
51,Sb-126,125.907247116 +- 0.000034192,(8-),,12.35D 6,,,XXX
51,Sb-126 m,1.77000E+01 keV,(5+),,19.15M 8,,,
51,Sb-126 n,4.04000E+01 keV,(3-),,11S,,,
51,Sb-127,126.906922931 +- 0.000005525,7/2+,,3.85D 5,,,
51,Sb-128,127.909167224 +- 0.000026854,8-,,9.01H 3,,,
51,Sb-128,,5+,,10.4M 2,,,
51,Sb-129,128.909146664 +- 0.000022792,7/2+,,4.40H 1,,,
51,Sb-129 m,1.85105E+03 keV,(19/2-),,17.7M 1,,,
51,Sb-130,129.911657808 +- 0.000017459,(8-),,39.5M 8,,,
51,Sb-130 m,4.80000E+00 keV,"(4,5)+",,6.3M 2,,,
51,Sb-131,130.911995112 +- 0.000011992,(7/2+),,23.03M 4,,,
51,Sb-132,131.914472107 +- 0.000011218,(4+),,2.79M 7,,,
51,Sb-132,,(8-),,4.10M 5,,,
51,Sb-133,132.915251659 +- 0.000027301,(7/2+),,2.5M 1,,,
51,Sb-134,133.920379736 +- 0.000046659,(0-),,0.78S 6,,,
51,Sb-134,,(7-),,10.07S 5,,,
51,Sb-135,134.925080277 +- 0.000051462,(7/2+),,1.68S 2,,,
51,Sb-136,135.930730 +- 0.000320,1-,,0.923S 14,,,
51,Sb-137,136.935160 +- 0.000430,,,unknown,,,
51,Sb-138,137.941120 +- 0.000320,,,unknown,,,
51,Sb-139,138.945980 +- 0.000540,,,unknown,,,
52,Te-nat,127.60 +- 0.03,,,,,,XXX
52,Te-105,104.943572 +- 0.000320,(5/2+),,0.70US +25 -17,,,
52,Te-106,105.937498405 +- 0.000107944,0+,,60US 30,,,
52,Te-107,106.935011531 +- 0.000075968,(5/2+),,3.1MS 1,,,
52,Te-108,107.929378333 +- 0.000006000,0+,,2.1S 1,,,
52,Te-109,108.927304534 +- 0.000004704,,,4.6S 3,,,
52,Te-110,109.922458091 +- 0.000007058,0+,,18.6S 8,,,
52,Te-111,110.921000594 +- 0.000006900,,,19.3S 4,,,
52,Te-112,111.916727855 +- 0.000009000,0+,,2.0M 2,,,
52,Te-113,112.915891000 +- 0.000030000,(7/2+),,1.7M 2,,,
52,Te-114,113.912089000 +- 0.000030000,0+,,15.2M 7,,,
52,Te-115,114.911902000 +- 0.000030000,7/2+,,5.8M 2,,,
52,Te-115 m,2.00000E+01 keV,(1/2)+,,6.7M 4,,,
52,Te-116,115.908460000 +- 0.000030000,0+,,2.49H 4,,,
52,Te-117,116.908644719 +- 0.000014398,1/2+,,62M 2,,,
52,Te-117 m,2.96100E+02 keV,11/2-,,103MS 3,,,
52,Te-118,117.905867748 +- 0.000020397,0+,,6.00D 2,,,
52,Te-119,118.906407166 +- 0.000008542,1/2+,,16.05H 5,,,
52,Te-119 m,2.60960E+02 keV,11/2-,,4.70D 4,,,
52,Te-120,119.904057681 +- 0.000003360,0+,0.09,stable,XXX,XXX,XXX
52,Te-121,120.904942367 +- 0.000027769,1/2+,,19.16D 5,,,
52,Te-121 m,2.93991E+02 keV,11/2-,,154D 7,,,
52,Te-122,121.903041987 +- 0.000001698,0+,2.55,stable,XXX,XXX,XXX
52,Te-123,122.904268301 +- 0.000001696,1/2+,0.89,9.2E+16Y GT,XXX,XXX,XXX
52,Te-123 m,2.47470E+02 keV,11/2-,,119.2D 1,,,
52,Te-124,123.902815617 +- 0.000001693,0+,4.74,stable,XXX,XXX,XXX
52,Te-125,124.904428453 +- 0.000001693,1/2+,7.07,stable,XXX,XXX,XXX
52,Te-125 m,1.44780E+02 keV,11/2-,,57.40D 15,,,
52,Te-126,125.903309419 +- 0.000001694,0+,18.84,stable,XXX,XXX,XXX
52,Te-127,126.905224269 +- 0.000001705,3/2+,,9.35H 7,,,
52,Te-127 m,8.82600E+01 keV,11/2-,,109D 2,XXX,XXX,XXX
52,Te-128,127.904461278 +- 0.000000929,0+,31.74,7.7E+24Y 4,XXX,XXX,XXX
52,Te-129,128.906596460 +- 0.000000933,3/2+,,69.6M 2,,,
52,Te-129 m,1.05500E+02 keV,11/2-,,33.6D 1,XXX,XXX,XXX
52,Te-130,129.906222749 +- 0.000000012,0+,34.08,2.7E+21Y 1,XXX,XXX,XXX
52,Te-131,130.908522213 +- 0.000000065,3/2+,,25.0M 1,,,
52,Te-131 m,1.82258E+02 keV,11/2-,,33.25H 25,,,
52,Te-132,131.908555187 +- 0.000007273,0+,,3.204D 13,,,XXX
52,Te-133,132.910955335 +- 0.000026247,(3/2+),,12.5M 3,,,
52,Te-133 m,3.34270E+02 keV,11/2-,,55.4M 4,,,
52,Te-134,133.911368729 +- 0.000011447,0+,,41.8M 8,,,
52,Te-135,134.916367067 +- 0.000015999,(7/2-),,19.0S 2,,,
52,Te-136,135.920043439 +- 0.000026500,0+,,17.63S 8,,,
52,Te-137,136.925614000 +- 0.000129000,(7/2-),,2.49S 5,,,
52,Te-138,137.929409000 +- 0.000131000,0+,,1.4S 4,,,
52,Te-139,138.935170 +- 0.000430,,,unknown,,,
52,Te-140,139.939240 +- 0.000320,0+,,unknown,,,
52,Te-141,140.945290 +- 0.000430,,,unknown,,,
52,Te-142,141.949650 +- 0.000640,0+,,unknown,,,
53,I-nat,126.90447 +- 0.00003,,,,,,XXX
53,I-108,107.943481 +- 0.000228,,,36MS 6,,,
53,I-109,108.938083153 +- 0.000006322,,,100US 5,,,
53,I-110,109.935089033 +- 0.000054270,,,0.65S 2,,,
53,I-111,110.930269215 +- 0.000005103,,,2.5S 2,,,
53,I-112,111.928004555 +- 0.000011000,,,3.42S 11,,,
53,I-113,112.923650069 +- 0.000008600,,,6.6S 2,,,
53,I-114,113.921850 +- 0.000320,1+,,2.1S 2,,,
53,I-114 m,2.65900E+02 keV,(7),,6.2S 5,,,
53,I-115,114.918048000 +- 0.000031000,(5/2+),,1.3M 2,,,
53,I-116,115.916808662 +- 0.000103695,1+,,2.91S 15,,,
53,I-117,116.913650000 +- 0.000030000,(5/2)+,,2.22M 4,,,
53,I-118,117.913074000 +- 0.000021213,2-,,13.7M 5,,,
53,I-118 m,1.04000E+02 keV,(7-),,8.5M 5,,,
53,I-119,118.910074000 +- 0.000030000,5/2+,,19.1M 4,,,
53,I-120,119.910085632 +- 0.000016450,2-,,81.6M 2,,,
53,I-120 m,3.20000E+02 keV,(7-),,53M 4,,,
53,I-121,120.907403433 +- 0.000005777,5/2+,,2.12H 1,,,
53,I-122,121.907587373 +- 0.000005629,1+,,3.63M 6,,,
53,I-123,122.905587117 +- 0.000004046,5/2+,,13.2234H 19,,,
53,I-124,123.906207573 +- 0.000002617,2-,,4.1760D 3,,,
53,I-125,124.904627886 +- 0.000001694,5/2+,,59.400D 10,,,
53,I-126,125.905622279 +- 0.000004106,2-,,12.93D 5,,,
53,I-127,126.904470953 +- 0.000003928,5/2+,100,stable,XXX,XXX,XXX
53,I-128,127.905807715 +- 0.000003928,1+,,24.99M 2,,,
53,I-129,128.904983669 +- 0.000003401,7/2+,,1.57E+7Y 4,XXX,XXX,XXX
53,I-130,129.906670193 +- 0.000003401,5+,,12.36H 3,,,XXX
53,I-130 m,3.99525E+01 keV,2+,,8.84M 6,,,
53,I-131,130.906126305 +- 0.000000690,7/2+,,8.0252D 6,XXX,XXX,XXX
53,I-132,131.907999281 +- 0.000006089,4+,,2.295H 13,,,
53,I-132 m,1.20000E+02 keV,(8-),,1.387H 15,,,
53,I-133,132.907796968 +- 0.000005007,7/2+,,20.8H 1,,,
53,I-133 m,1.63200E+03 keV,(19/2-),,9S 2,,,
53,I-134,133.909744457 +- 0.000008635,(4)+,,52.5M 2,,,
53,I-134 m,3.16490E+02 keV,(8)-,,3.52M 4,,,
53,I-135,134.910046307 +- 0.000008023,7/2+,,6.58H 3,,,XXX
53,I-136,135.914575828 +- 0.000020151,(1-),,83.4S 10,,,
53,I-136 m,6.40000E+02 keV,(6-),,46.9S 10,,,
53,I-137,136.917866530 +- 0.000028806,(7/2+),,24.5S 2,,,
53,I-138,137.922807 +- 0.000107,(2-),,6.41S 6,,,
53,I-139,138.926433000 +- 0.000130000,(7/2+),,2.280S 11,,,
53,I-140,139.931727000 +- 0.000130000,(4-),,0.86S 4,,,
53,I-141,140.935264000 +- 0.000137000,,,0.43S 2,,,
53,I-142,141.940930 +- 0.000430,,,0.2S,,,
53,I-143,142.945180 +- 0.000430,,,unknown,,,
53,I-144,143.950860 +- 0.000540,,,unknown,,,
54,Xe-nat,131.293 +- 0.006,,,,,,XXX
54,Xe-109,108.950703 +- 0.000320,(7/2+),,13MS 2,,,
54,Xe-110,109.944261843 +- 0.000108551,,,105MS +35 -25,,,
54,Xe-111,110.941607164 +- 0.000093018,,,0.74S 20,,,
54,Xe-112,111.935556848 +- 0.000009017,0+,,2.7S 8,,,
54,Xe-113,112.933221650 +- 0.000007342,,,2.74S 8,,,
54,Xe-114,113.927980335 +- 0.000012000,0+,,10.0S 4,,,
54,Xe-115,114.926293949 +- 0.000013000,(5/2+),,18S 4,,,
54,Xe-116,115.921581116 +- 0.000014000,0+,,59S,,,
54,Xe-117,116.920358764 +- 0.000011141,5/2(+),,61S 2,,,
54,Xe-118,117.916178683 +- 0.000011141,0+,,3.8M 9,,,
54,Xe-119,118.915410717 +- 0.000011141,(5/2+),,5.8M 3,,,
54,Xe-120,119.911784273 +- 0.000012686,0+,,46.0M 6,,,
54,Xe-121,120.911461858 +- 0.000011928,5/2(+),,40.1M 20,,,
54,Xe-122,121.908367661 +- 0.000011928,0+,,20.1H 1,,,
