Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M,N/P,Adj. N/P,P/N,Adj. P/N,M/P,M/N,M*N/P,M*P/N,Adj. M*N/P,Adj. M*P/N,N/Mass,P/Mass,Adj. N/Mass,Adj. P/Mass,Adj. N/Mass - Z,Adj. P/Mass - Z,Half Life (Seconds),Half Life Seconds Value,Magnitude of Value,isStable,(-ZM/N)^Adj. P/Mass,-ZM/N
8,7.0,O-nat,15.9994,0.0019,,2.8556,0.875,0.125,1.1428571428571428,0.1428571428571428,0.35695,0.4079428571428571,2.49865,3.263542857142857,0.35695,0.40794285714285694,0.43751640686525745,0.5000187507031514,0.5624835931347425,0.4999812492968486,-7.4375164068652575,-7.500018750703151,,,,,,-3.263542857142857
8,7.0,O- 15,15.003065617999999,0.0,122.24S 16,2.8556,0.875,0.125,1.1428571428571428,0.1428571428571428,0.35695,0.4079428571428571,2.49865,3.263542857142857,0.35695,0.40794285714285694,0.4665713113726382,0.5332243558544436,0.5334286886273618,0.4667756441455564,-7.466571311372638,-7.533224355854443,122.24,1.2224,2.0,1.0,,-3.263542857142857
8,7.0,O- 16,15.99491461957,0.0,-1.0,2.8556,0.875,0.125,1.1428571428571428,0.1428571428571428,0.35695,0.4079428571428571,2.49865,3.263542857142857,0.35695,0.40794285714285694,0.4376390975813902,0.500158968664446,0.5623609024186098,0.499841031335554,-7.43763909758139,-7.500158968664446,-1.0,2,2.0,1.0,,-3.263542857142857
8,8.0,O- 17,16.999131756500002,0.0,-1.0,-4.737,1.0,0.0,1.0,0.0,-0.592125,-0.592125,-4.737,-4.737,-0.0,-0.0,0.4706122709438392,0.4706122709438392,0.5293877290561608,0.5293877290561608,-7.470612270943839,-7.470612270943839,-1.0,2,2.0,1.0,2.2782595677705615,4.737
8,9.0,O- 18,17.99915961286,0.0,-1.0,-0.808764,1.125,0.125,0.8888888888888888,0.11111111111111116,-0.1010955,-0.08986266666666667,-0.9098595,-0.7189013333333333,-0.1010955,-0.08986266666666672,0.5000233451771658,0.44446519571303633,0.49997665482283415,0.5555348042869637,-7.500023345177166,-7.444465195713036,-1.0,2,2.0,1.0,0.8324819034681605,0.7189013333333334
8,10.0,,,,,-0.782816,1.25,0.25,0.8,0.19999999999999996,-0.097852,-0.07828159999999999,-0.97852,-0.6262528,-0.195704,-0.15656319999999996,,,,,,,,,,,,0.6262527999999999
8,11.0,O- 19,19.003578742000002,0.0,26.88S 5,3.3329,1.375,0.375,0.7272727272727273,0.2727272727272727,0.4166125,0.3029909090909091,4.5827375,2.4239272727272727,1.2498375,0.9089727272727272,0.5788383414166506,0.4209733392121095,0.4211616585833494,0.5790266607878904,-7.578838341416651,-7.420973339212109,26.88,2.688,1.0,0.0,,-2.4239272727272727
8,12.0,O- 20,20.004075354,0.0,13.51S 5,3.7962,1.5,0.5,0.6666666666666666,0.33333333333333337,0.474525,0.31634999999999996,5.6943,2.5307999999999997,1.8981,1.2654,0.5998777642876899,0.3999185095251266,0.4001222357123101,0.6000814904748735,-7.59987776428769,-7.3999185095251265,13.51,1.351,1.0,0.0,,-2.5307999999999997
8,13.0,O- 21,21.008654882000002,0.0001,3.42S 10,8.062000000000001,1.625,0.625,0.6153846153846154,0.3846153846153846,1.0077500000000001,0.6201538461538463,13.100750000000001,4.96123076923077,5.03875,3.100769230769231,0.6187925915779723,0.38079544097105983,0.3812074084220277,0.6192045590289401,-7.618792591577972,-7.38079544097106,3.42,3.42,0.0,0.0,,-4.96123076923077
8,14.0,O- 22,22.009964211,0.0003,2.25S 9,9.28,1.75,0.75,0.5714285714285714,0.4285714285714286,1.16,0.6628571428571428,16.24,5.3028571428571425,6.959999999999999,3.9771428571428573,0.636075545865866,0.3634717404947806,0.363924454134134,0.6365282595052194,-7.636075545865866,-7.363471740494781,2.25,2.25,0.0,0.0,,-5.3028571428571425
8,15.0,O- 23,23.015695922,0.0004,97MS 8,14.62,1.875,0.875,0.5333333333333333,0.4666666666666667,1.8275,0.9746666666666666,27.412499999999998,7.797333333333333,12.792499999999999,6.822666666666667,0.6517291526111083,0.3475888813925911,0.3482708473888917,0.6524111186074089,-7.651729152611108,-7.347588881392591,0.097,9.7,-2.0,0.0,,-7.797333333333333
8,16.0,O- 24,24.019861,0.0005,61MS 26,18.5,2.0,1.0,0.5,0.5,2.3125,1.15625,37.0,9.25,18.5,9.25,0.6661154283948605,0.33305771419743024,0.3338845716051395,0.6669422858025698,-7.6661154283948605,-7.33305771419743,0.061,6.1,-2.0,0.0,,-9.25
8,17.0,,,,,27.35,2.125,1.125,0.47058823529411764,0.5294117647058824,3.41875,1.6088235294117648,58.118750000000006,12.870588235294118,30.76875,14.479411764705883,,,,,,,,,,,,-12.870588235294118
8,18.0,,,,,34.73,2.25,1.25,0.4444444444444444,0.5555555555555556,4.34125,1.9294444444444443,78.1425,15.435555555555553,43.412499999999994,19.294444444444444,,,,,,,,,,,,-15.435555555555554
8,19.0,,,,,44.45,2.375,1.375,0.42105263157894735,0.5789473684210527,5.55625,2.3394736842105264,105.56875000000001,18.71578947368421,61.118750000000006,25.734210526315792,,,,,,,,,,,,-18.71578947368421
8,20.0,,,,,52.08,2.5,1.5,0.4,0.6,6.51,2.604,130.2,20.832,78.12,31.247999999999998,,,,,,,,,,,,-20.832
9,5.0,,,,,31.96,0.5555555555555556,0.4444444444444444,1.8,0.8,3.551111111111111,6.392,17.755555555555556,57.528000000000006,14.204444444444444,25.568,,,,,,,,,,,,-57.528
9,6.0,,,,,16.81,0.6666666666666666,0.33333333333333337,1.5,0.5,1.8677777777777775,2.8016666666666663,11.206666666666665,25.214999999999996,5.6033333333333335,8.405,,,,,,,,,,,,-25.215
9,7.0,F- 16,16.011465724,0.0001,1.0E-19S,10.68,0.7777777777777778,0.2222222222222222,1.2857142857142858,0.2857142857142858,1.1866666666666665,1.5257142857142856,8.306666666666667,13.731428571428571,2.373333333333333,3.0514285714285725,0.43718670861640846,0.5620971967925251,0.5628132913835915,0.4379028032074749,-8.437186708616409,-8.562097196792525,1e-19,2,2.0,1.0,,-13.731428571428571
9,8.0,F- 17,17.002095237,0.0,64.49S 16,1.9517,0.8888888888888888,0.11111111111111116,1.125,0.125,0.21685555555555555,0.2439625,1.7348444444444444,2.1956625,0.21685555555555566,0.2439625,0.4705302428015096,0.5293465231516984,0.5294697571984903,0.4706534768483016,-8.470530242801509,-8.529346523151698,64.49,6.449,1.0,0.0,,-2.1956625
9,9.0,F-nat,18.998403200000002,0.0,,0.8731,1.0,0.0,1.0,0.0,0.0970111111111111,0.0970111111111111,0.8731,0.8731,0.0,0.0,0.4737240232905468,0.4737240232905468,0.5262759767094531,0.5262759767094531,-8.473724023290547,-8.473724023290547,,,,,,-0.8731
9,9.0,F- 18,18.000937325,0.0,109.77M 5,0.8731,1.0,0.0,1.0,0.0,0.0970111111111111,0.0970111111111111,0.8731,0.8731,0.0,0.0,0.4999739645502044,0.4999739645502044,0.5000260354497956,0.5000260354497956,-8.499973964550204,-8.499973964550204,6586.2,6.5862,3.0,1.0,,-0.8731
9,9.0,F- 19,18.998403162729996,0.0,-1.0,0.8731,1.0,0.0,1.0,0.0,0.0970111111111111,0.0970111111111111,0.8731,0.8731,0.0,0.0,0.47372402421987214,0.47372402421987214,0.5262759757801279,0.5262759757801279,-8.473724024219873,-8.473724024219873,-1.0,2,2.0,1.0,,-0.8731
9,10.0,F- 20,19.999981252,0.0,11.163S 8,-1.4874399999999999,1.1111111111111112,0.11111111111111116,0.9,0.09999999999999998,-0.1652711111111111,-0.148744,-1.652711111111111,-1.3386959999999999,-0.16527111111111117,-0.14874399999999996,0.5000004687004393,0.4500004218303954,0.49999953129956065,0.5499995781696045,-8.500000468700438,-8.450000421830396,11.163,1.1163,1.0,0.0,1.174018735728301,1.3386959999999999
9,11.0,F- 21,20.99994889,0.0,4.158S 20,-0.017463,1.2222222222222223,0.22222222222222232,0.8181818181818182,0.18181818181818177,-0.0019403333333333332,-0.0015875454545454545,-0.021343666666666667,-0.01428790909090909,-0.003880666666666668,-0.0031750909090909082,0.5238107986652343,0.4285724716351917,0.4761892013347657,0.5714275283648083,-8.523810798665235,-8.428572471635192,4.158,4.158,0.0,0.0,0.08824666712863036,0.014287909090909089
9,12.0,,,,,-0.0476,1.3333333333333333,0.33333333333333326,0.75,0.25,-0.005288888888888889,-0.003966666666666667,-0.06346666666666667,-0.0357,-0.015866666666666664,-0.0119,,,,,,,,,,,,0.0357
9,13.0,F- 22,22.002998814,0.0001,4.23S 4,2.793,1.4444444444444444,0.4444444444444444,0.6923076923076923,0.3076923076923077,0.31033333333333335,0.21484615384615385,4.0343333333333335,1.9336153846153847,1.2413333333333334,0.8593846153846155,0.5908285552298626,0.40903515362067405,0.40917144477013745,0.590964846379326,-8.590828555229862,-8.409035153620675,4.23,4.23,0.0,0.0,,-1.9336153846153847
9,14.0,F- 23,23.003553,0.0005,2.23S 13,3.31,1.5555555555555556,0.5555555555555556,0.6428571428571429,0.3571428571428571,0.36777777777777776,0.23642857142857143,5.148888888888889,2.127857142857143,1.838888888888889,1.182142857142857,0.6086016364515516,0.39124390914742607,0.39139836354844837,0.608756090852574,-8.608601636451551,-8.391243909147427,2.23,2.23,0.0,0.0,,-2.1278571428571427
9,15.0,F- 24,24.008115485,0.0003,390MS 70,7.56,1.6666666666666667,0.6666666666666667,0.6,0.4,0.84,0.504,12.6,4.536,5.04,3.024,0.6247887306844984,0.37487323841069903,0.37521126931550164,0.625126761589301,-8.624788730684498,-8.374873238410698,0.39,3.9,-1.0,0.0,,-4.536
9,16.0,F- 25,25.012199229,0.0003,50MS 6,11.36,1.7777777777777777,0.7777777777777777,0.5625,0.4375,1.2622222222222221,0.71,20.195555555555554,6.39,8.835555555555555,4.97,0.63968785205617,0.3598244167815956,0.36031214794383004,0.6401755832184044,-8.63968785205617,-8.359824416781596,0.05,5.0,-2.0,0.0,,-6.39
9,17.0,F- 26,26.020037768,0.0003,9.6MS 8,18.67,1.8888888888888888,0.8888888888888888,0.5294117647058824,0.47058823529411764,2.0744444444444445,1.0982352941176472,35.26555555555556,9.884117647058824,16.595555555555556,8.785882352941178,0.6533426335340282,0.3458872765768385,0.3466573664659718,0.6541127234231615,-8.653342633534027,-8.345887276576839,0.0096,9.6,-3.0,0.0,,-9.884117647058824
9,18.0,F- 27,27.026441,0.0008,5.2MS 3,24.63,2.0,1.0,0.5,0.5,2.7366666666666664,1.3683333333333332,49.26,12.315,24.63,12.315,0.6660144411911284,0.3330072205955642,0.3339855588088716,0.6669927794044358,-8.666014441191129,-8.333007220595563,0.0052,5.2,-3.0,0.0,,-12.315
9,19.0,,,,,32.92,2.111111111111111,1.1111111111111112,0.47368421052631576,0.5263157894736843,3.657777777777778,1.7326315789473685,69.49777777777778,15.593684210526316,36.57777777777778,17.32631578947369,,,,,,,,,,,,-15.593684210526316
9,20.0,F- 29,29.042890000000003,0.0021,2.4MS 4,39.63,2.2222222222222223,1.2222222222222223,0.45,0.55,4.403333333333333,1.9815,88.06666666666668,17.8335,48.436666666666675,21.7965,0.6886367024769229,0.30988651611461526,0.3113632975230771,0.6901134838853847,-8.688636702476924,-8.309886516114615,0.0024,2.4,-3.0,0.0,,-17.8335
9,21.0,,,,,48.11,2.3333333333333335,1.3333333333333335,0.42857142857142855,0.5714285714285714,5.345555555555555,2.290952380952381,112.25666666666667,20.61857142857143,64.14666666666668,27.49142857142857,,,,,,,,,,,,-20.61857142857143
9,22.0,F- 31,31.060059000000003,0.0021,,55.62,2.4444444444444446,1.4444444444444446,0.4090909090909091,0.5909090909090908,6.18,2.528181818181818,135.96,22.753636363636364,80.34,32.86636363636363,0.7083051580809939,0.28976120103313385,0.2916948419190061,0.7102387989668661,-8.708305158080995,-8.289761201033134,,,,,,-22.75363636363636
10,6.0,,,,,23.986,0.6,0.4,1.6666666666666667,0.6666666666666667,2.3986,3.997666666666667,14.3916,39.97666666666667,9.5944,15.99066666666667,,,,,,,,,,,,-39.97666666666667
10,7.0,Ne- 17,17.017713963,0.0,109.2MS 6,16.5005,0.7,0.30000000000000004,1.4285714285714286,0.4285714285714286,1.6500499999999998,2.3572142857142855,11.550349999999998,23.572142857142858,4.950150000000001,7.071642857142857,0.411336094567075,0.5876229922386785,0.588663905432925,0.41237700776132147,-9.411336094567075,-9.587622992238678,0.1092,1.092,-1.0,0.0,,-23.572142857142858
10,8.0,Ne- 18,18.005708704,0.0,1.6656S 19,5.3176,0.8,0.19999999999999996,1.25,0.25,0.53176,0.6647,4.25408,6.646999999999999,1.0635199999999998,1.3294,0.4443035334800671,0.5553794168500839,0.5556964665199329,0.44462058314991615,-9.444303533480067,-9.555379416850084,1.6656,1.6656,0.0,0.0,,-6.646999999999999
10,9.0,Ne- 19,19.001880907,0.0,17.22S 2,1.75205,0.9,0.09999999999999998,1.1111111111111112,0.11111111111111116,0.175205,0.19467222222222225,1.576845,1.9467222222222225,0.17520499999999997,0.19467222222222233,0.4736373227496936,0.526263691944104,0.5263626772503064,0.47373630805589595,-9.473637322749694,-9.526263691944104,17.22,1.722,1.0,0.0,,-1.9467222222222222
10,9.0,Ne- 20,19.99244017617,0.0,-1.0,1.75205,0.9,0.09999999999999998,1.1111111111111112,0.11111111111111116,0.175205,0.19467222222222225,1.576845,1.9467222222222225,0.17520499999999997,0.19467222222222233,0.45017016035529045,0.5001890670614338,0.5498298396447096,0.49981093293856615,-9.45017016035529,-9.500189067061434,-1.0,2,2.0,1.0,,-1.9467222222222222
10,10.0,Ne-nat,20.1797,0.003,,-7.0419300000000025,1.0,0.0,1.0,0.0,-0.7041930000000003,-0.7041930000000003,-7.0419300000000025,-7.0419300000000025,-0.0,-0.0,0.49554750566163025,0.49554750566163025,0.5044524943383697,0.5044524943383697,-9.49554750566163,-9.49554750566163,,,,,2.6768263230169156,7.0419300000000025
10,10.0,Ne- 21,20.993846685,0.0,-1.0,-7.0419300000000025,1.0,0.0,1.0,0.0,-0.7041930000000003,-0.7041930000000003,-7.0419300000000025,-7.0419300000000025,-0.0,-0.0,0.47633004803950246,0.47633004803950246,0.5236699519604975,0.5236699519604975,-9.476330048039502,-9.476330048039502,-1.0,2,2.0,1.0,2.779141591462346,7.0419300000000025
10,11.0,Ne- 22,21.991385115,0.0,-1.0,-5.7317800000000005,1.1,0.10000000000000009,0.9090909090909091,0.09090909090909094,-0.5731780000000001,-0.5210709090909091,-6.304958000000001,-5.210709090909091,-0.5731780000000005,-0.5210709090909094,0.5001958695406167,0.454723517764197,0.4998041304593833,0.5452764822358029,-9.500195869540617,-9.454723517764197,-1.0,2,2.0,1.0,2.459840684669092,5.210709090909091
10,12.0,Ne- 23,22.994466906,0.0,37.24S 12,-8.02471,1.2,0.19999999999999996,0.8333333333333334,0.16666666666666663,-0.802471,-0.6687258333333334,-9.629652,-6.687258333333334,-1.6049419999999999,-1.3374516666666665,0.5218646750566247,0.4348872292138539,0.4781353249433753,0.5651127707861461,-9.521864675056625,-9.434887229213853,37.24,3.724,1.0,0.0,2.9265654470404585,6.687258333333334
10,13.0,Ne- 24,23.99361065,0.0,3.38M 2,-5.15404,1.3,0.30000000000000004,0.7692307692307693,0.23076923076923073,-0.515404,-0.3964646153846154,-6.700252000000001,-3.964646153846154,-1.5462120000000004,-1.189393846153846,0.5418109091471817,0.41677762242090893,0.45818909085281834,0.583222377579091,-9.541810909147182,-9.41677762242091,202.79999999999998,2.028,2.0,1.0,2.232987085664866,3.9646461538461537
10,14.0,Ne- 25,24.997788714000002,0.0002,602MS 8,-5.9516,1.4,0.3999999999999999,0.7142857142857143,0.2857142857142857,-0.59516,-0.4251142857142857,-8.332239999999999,-4.251142857142857,-2.3806399999999996,-1.7004571428571427,0.5600495371880355,0.4000353837057397,0.4399504628119645,0.5999646162942602,-9.560049537188036,-9.40003538370574,0.602,6.02,-1.0,0.0,2.3827648276738076,4.251142857142858
10,15.0,,,,,-2.06,1.5,0.5,0.6666666666666666,0.33333333333333337,-0.20600000000000002,-0.13733333333333334,-3.09,-1.3733333333333333,-1.03,-0.6866666666666668,,,,,,,,,,,,1.3733333333333333
10,16.0,Ne- 26,26.000514705,0.0001,197MS 1,0.479,1.6,0.6000000000000001,0.625,0.375,0.0479,0.0299375,0.7664,0.299375,0.28740000000000004,0.17962499999999998,0.615372433258913,0.3846077707868207,0.384627566741087,0.6153922292131793,-9.615372433258912,-9.38460777078682,0.197,1.97,-1.0,0.0,,-0.29937499999999995
10,17.0,Ne- 27,27.007553268000002,0.0003,32MS 2,7.04,1.7,0.7,0.5882352941176471,0.4117647058823529,0.704,0.41411764705882353,11.968,4.141176470588236,4.928,2.898823529411765,0.6294535395822958,0.37026678798958573,0.3705464604177042,0.6297332120104142,-9.629453539582295,-9.370266787989586,0.032,3.2,-2.0,0.0,,-4.141176470588236
10,18.0,Ne- 28,28.012121998,0.0004,19MS 3,11.29,1.8,0.8,0.5555555555555556,0.4444444444444444,1.129,0.6272222222222221,20.322,6.272222222222222,9.032,5.017777777777777,0.6425789521152719,0.35698830673070664,0.35742104788472806,0.6430116932692933,-9.642578952115272,-9.356988306730706,0.019,1.9,-2.0,0.0,,-6.272222222222221
10,19.0,Ne- 29,29.019753,0.0004,14.8MS 3,18.4,1.9,0.8999999999999999,0.5263157894736842,0.4736842105263158,1.8399999999999999,0.9684210526315788,34.959999999999994,9.684210526315788,16.56,8.715789473684211,0.6547264547703077,0.34459287093174085,0.34527354522969234,0.6554071290682592,-9.654726454770307,-9.344592870931741,0.0148,1.48,-2.0,0.0,,-9.68421052631579
10,20.0,Ne- 30,30.024734000000002,0.001,7.3MS 3,23.04,2.0,1.0,0.5,0.5,2.304,1.152,46.08,11.52,23.04,11.52,0.6661174750124347,0.33305873750621734,0.3338825249875653,0.6669412624937827,-9.666117475012435,-9.333058737506217,0.0073,7.3,-3.0,0.0,,-11.52
10,21.0,Ne- 31,31.033087,0.0056,3.4MS 8,30.82,2.1,1.1,0.47619047619047616,0.5238095238095238,3.082,1.4676190476190476,64.72200000000001,14.676190476190476,33.902,16.143809523809526,0.6766971007428297,0.32223671463944276,0.32330289925717026,0.6777632853605573,-9.67669710074283,-9.322236714639443,0.0034,3.4,-3.0,0.0,,-14.676190476190476
10,22.0,Ne- 32,32.03972,0.0017,3.5MS 9,37.0,2.2,1.2000000000000002,0.45454545454545453,0.5454545454545454,3.7,1.6818181818181819,81.4,16.818181818181817,44.400000000000006,20.18181818181818,0.686647698544182,0.31211259024735544,0.31335230145581805,0.6878874097526446,-9.686647698544181,-9.312112590247356,0.0035,3.5,-3.0,0.0,,-16.818181818181817
10,23.0,,,,,46.0,2.3,1.2999999999999998,0.43478260869565216,0.5652173913043479,4.6,2.0,105.8,20.0,59.79999999999999,26.000000000000004,,,,,,,,,,,,-20.0
10,24.0,Ne- 34,34.056728,0.0016,,52.84,2.4,1.4,0.4166666666666667,0.5833333333333333,5.284000000000001,2.2016666666666667,126.816,22.01666666666667,73.976,30.82333333333333,0.7047065707545364,0.29362773781439017,0.29529342924546365,0.7063722621856099,-9.704706570754537,-9.29362773781439,,,,,,-22.01666666666667
11,7.0,,,,,25.04,0.6363636363636364,0.36363636363636365,1.5714285714285714,0.5714285714285714,2.2763636363636364,3.577142857142857,15.934545454545454,39.348571428571425,9.105454545454545,14.308571428571428,,,,,,,,,,,,-39.348571428571425
11,8.0,,,,,12.929,0.7272727272727273,0.2727272727272727,1.375,0.375,1.1753636363636364,1.616125,9.402909090909091,17.777375,3.5260909090909087,4.848375,,,,,,,,,,,,-17.777375
11,9.0,Na- 20,20.007354013,0.0,447.9MS 23,6.8506,0.8181818181818182,0.18181818181818177,1.2222222222222223,0.22222222222222232,0.6227818181818182,0.7611777777777777,5.605036363636364,8.372955555555556,1.245563636363636,1.5223555555555561,0.4498345955268323,0.5497978389772394,0.5501654044731676,0.45020216102276056,-10.449834595526832,-10.54979783897724,0.44789999999999996,4.479,-1.0,0.0,,-8.372955555555555
11,9.0,Na- 21,20.997654695999998,0.0,22.49S 4,6.8506,0.8181818181818182,0.18181818181818177,1.2222222222222223,0.22222222222222232,0.6227818181818182,0.7611777777777777,5.605036363636364,8.372955555555556,1.245563636363636,1.5223555555555561,0.42861929726439774,0.5238680299898194,0.5713807027356023,0.4761319700101806,-10.428619297264397,-10.523868029989819,22.49,2.249,1.0,0.0,,-8.372955555555555
11,10.0,Na- 22,21.994437411,0.0,2.6027Y 10,-2.1846400000000004,0.9090909090909091,0.09090909090909094,1.1,0.10000000000000009,-0.1986036363636364,-0.21846400000000005,-1.9860363636363638,-2.403104000000001,-0.19860363636363645,-0.21846400000000024,0.45466041313694777,0.5001264544506425,0.5453395868630522,0.4998735455493575,-10.454660413136947,-10.500126454450642,82078747.2,8.207875,7.0,1.0,1.550022965333718,2.4031040000000004
11,11.0,Na-nat,22.98976928,0.0,,-5.18152,1.0,0.0,1.0,0.0,-0.4710472727272727,-0.4710472727272727,-5.18152,-5.18152,-0.0,-0.0,0.47847370132459194,0.47847370132459194,0.5215262986754081,0.5215262986754081,-10.478473701324592,-10.478473701324592,,,,,2.3583497249249414,5.18152
11,11.0,Na- 23,22.989769281970002,0.0,-1.0,-5.18152,1.0,0.0,1.0,0.0,-0.4710472727272727,-0.4710472727272727,-5.18152,-5.18152,-0.0,-0.0,0.4784737012835914,0.4784737012835914,0.5215262987164087,0.5215262987164087,-10.47847370128359,-10.47847370128359,-1.0,2,2.0,1.0,2.358349725084012,5.18152
11,12.0,Na- 24,23.99096295,0.0,14.997H 12,-9.52985,1.0909090909090908,0.09090909090909083,0.9166666666666666,0.08333333333333337,-0.86635,-0.7941541666666666,-10.396199999999999,-8.735695833333333,-0.8663499999999992,-0.794154166666667,0.500188342794302,0.4585059808947769,0.499811657205698,0.5414940191052231,-10.500188342794303,-10.458505980894778,53989.2,5.39892,4.0,1.0,3.233753923218709,8.735695833333335
11,13.0,Na- 25,24.98995397,0.0,59.1S 6,-8.41796,1.1818181818181819,0.18181818181818188,0.8461538461538461,0.15384615384615385,-0.765269090909091,-0.6475353846153846,-9.948498181818183,-7.122889230769231,-1.5305381818181825,-1.2950707692307695,0.5202090414254573,0.44017688120615617,0.4797909585745427,0.5598231187938438,-10.520209041425458,-10.440176881206156,59.1,5.91,1.0,0.0,3.001488252316402,7.122889230769231
11,14.0,Na- 26,25.992634649,0.0,1.077S 5,-9.3578,1.2727272727272727,0.2727272727272727,0.7857142857142857,0.2142857142857143,-0.8507090909090909,-0.6684142857142856,-11.909927272727272,-7.352557142857142,-2.5521272727272724,-2.005242857142857,0.5386141185398693,0.42319680742418303,0.4613858814601307,0.576803192575817,-10.538614118539869,-10.423196807424183,1.077,1.077,0.0,0.0,3.160562916731072,7.352557142857142
