Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M
58,84.0,Ce-143,142.912392837,0.0,33.039H 6,-84.5327
58,85.0,Ce-144,143.913653527,0.0,284.91D 5,-81.6062
58,86.0,Ce-145,144.917237292,0.0,3.01M 6,-80.432
58,87.0,Ce-146,145.918796148,0.0,13.52M 13,-77.07
58,88.0,Ce-147,146.92268996,0.0,56.4S 10,-75.635
58,89.0,Ce-148,147.924424373,0.0,56S 1,-72.014
58,90.0,Ce-149,148.9284269,0.0,5.3S 2,-70.398
58,91.0,Ce-150,149.9303814,0.0,4.0S 6,-66.67
58,92.0,Ce-151,150.9342722,0.0,1.76S 6,-64.847
58,93.0,Ce-152,151.93633,0.0001,1.4S 2,-61.225
58,94.0,Ce-153,152.94071,0.0002,,-59.06
58,95.0,Ce-154,153.94339,0.0002,,-55.02
58,96.0,Ce-155,154.9482,0.0003,,-52.35
58,97.0,,,,,-47.93
58,98.0,,,,,-44.87
58,99.0,,,,,-40.01
59,61.0,Pr-121,120.95559,0.0006,10MS +6 -3,
59,62.0,,,,,-41.62
59,63.0,,,,,-44.95
59,64.0,Pr-124,123.94311,0.0005,1.2S 2,-50.34
59,65.0,Pr-125,124.93802,0.0003,3.3S 7,-53.15
59,66.0,Pr-126,125.93544,0.0002,3.14S 22,-58.03
59,67.0,Pr-127,126.93095,0.0002,4.2S 3,-60.32
59,68.0,Pr-128,127.928791,0.0,2.85S 9,-64.54
59,69.0,Pr-129,128.925095,0.0,30S 4,-66.331
59,70.0,Pr-130,129.92359,0.0001,40.0S 4,-69.774
59,71.0,Pr-131,130.920235054,0.0,1.51M 2,-71.18
59,72.0,Pr-132,131.919255,0.0,1.6M 3,-74.3
59,73.0,Pr-133,132.916330561,0.0,6.5M 3,-75.21
59,74.0,Pr-134,133.915711737,0.0,17M 2,-77.938
59,75.0,Pr-135,134.913111774,0.0,24M 1,-78.528
59,76.0,Pr-136,135.912689776,0.0,13.1M 1,-80.936
59,77.0,Pr-137,136.910703987,0.0,1.28H 2,-81.34
59,78.0,Pr-138,137.910759134,0.0,1.45M 5,-83.20200000000001
59,79.0,Pr-139,138.908941126,0.0,4.41H 4,-83.132
59,80.0,Pr-140,139.909080848,0.0,3.39M 1,-84.821
59,81.0,Pr-nat,140.90765,0.0,,-84.691
59,81.0,Pr-141,140.907658145,0.0,-1.0,-84.691
59,82.0,Pr-142,141.910050184,0.0,19.12H 4,-86.0164
59,83.0,Pr-143,142.910823426,0.0,13.57D 2,-83.7883
59,84.0,Pr-144,143.913311446,0.0,17.28M 5,-83.068
59,85.0,Pr-145,144.914517912,0.0,5.984H 10,-80.75
59,86.0,Pr-146,145.917675019,0.0,24.15M 18,-79.626
59,87.0,Pr-147,146.919007797,0.0,13.4M 4,-76.68
59,88.0,Pr-148,147.922130429,0.0,2.29M 2,-75.444
59,89.0,Pr-149,148.9237361,0.0,2.26M 7,-72.535
59,90.0,Pr-150,149.926677448,0.0,6.19S 16,-71.039
59,91.0,Pr-151,150.928308227,0.0,18.90S 7,-68.3
59,92.0,Pr-152,151.9315529,0.0,3.63S 12,-66.779
59,93.0,Pr-153,152.9338895,0.0,4.28S 11,-63.758
59,94.0,Pr-154,153.937525332,0.0001,2.3S 1,-61.56800000000001
59,95.0,Pr-155,154.94012,0.0002,,-58.19
59,96.0,Pr-156,155.94427,0.0003,,-55.415
59,97.0,,,,,-51.57
59,98.0,,,,,-48.54
59,99.0,,,,,-44.33
59,100.0,,,,,-41.09
60,64.0,Nd-125,124.94911,0.0003,0.65S 15,-44.53
60,65.0,Nd-126,125.94353,0.0003,,-47.6
60,66.0,Nd-127,126.94065,0.0003,1.8S 4,-52.99
60,67.0,,,,,-55.54
60,68.0,Nd-129,128.933188,0.0002,4.9S 2,-60.31
60,69.0,Nd-130,129.928506,0.0,13S 3,-62.32
60,70.0,Nd-131,130.927248023,0.0,27S 2,-66.596
60,71.0,Nd-132,131.923321237,0.0,94S 8,-67.768
60,72.0,Nd-133,132.922348,0.0,70S 10,-71.426
60,73.0,Nd-134,133.91879021,0.0,8.5M 15,-72.33
60,74.0,Nd-135,134.918181189,0.0,12.4M 6,-75.646
60,75.0,Nd-136,135.914976063,0.0,50.65M 33,-76.214
60,76.0,Nd-137,136.914562448,0.0,38.5M 15,-79.199
60,77.0,Nd-138,137.91194999,0.0,5.04H 9,-79.585
60,78.0,Nd-139,138.911953759,0.0,29.7M 5,-82.01799999999999
60,79.0,Nd-140,139.909549849,0.0,3.37D 2,-82.015
60,80.0,Nd-141,140.90961523,0.0,2.49H 3,-84.25399999999998
60,81.0,Nd-142,141.907729582,0.0,-1.0,-84.193
60,82.0,Nd-143,142.909820577,0.0,-1.0,-85.9499
60,83.0,Nd-144,143.910093562,0.0,2.29E+15Y 16,-84.0021
60,84.0,Nd-nat,144.242,0.0021,,-83.7479
60,84.0,Nd-145,144.912579909,0.0,-1.0,-83.7479
60,85.0,Nd-146,145.913123215,0.0,-1.0,-81.4318
60,86.0,Nd-147,146.916106722,0.0,10.98D 1,-80.9258
60,87.0,Nd-148,147.916900308,0.0,-1.0,-78.1466
60,88.0,Nd-149,148.920155863,0.0,1.728H 1,-77.4078
60,89.0,Nd-150,149.920897756,0.0,1.1E+19Y GT,-74.3753
60,90.0,Nd-151,150.923835796,0.0,12.44M 7,-73.6791
60,91.0,Nd-152,151.924689137,0.0,11.4M 2,-70.9423
60,92.0,Nd-153,152.927705328,0.0,31.6S 10,-70.149
60,93.0,Nd-154,153.929484486,0.0001,25.9S 2,-67.3303
60,94.0,Nd-155,154.932939,0.0001,8.9S 2,-65.68
60,95.0,Nd-156,155.935026108,0.0001,5.49S 7,-62.284
60,96.0,Nd-157,156.93903,0.0001,,-60.47
60,97.0,Nd-158,157.9416,0.0003,,-56.462
60,98.0,,,,,-54.06
60,99.0,,,,,-49.81
60,100.0,,,,,-47.13
60,101.0,,,,,-42.59
61,65.0,,,,,-39.2
61,66.0,Pm-128,127.94894,0.0004,1.0S 3,-44.79
61,67.0,Pm-129,128.94364,0.0003,2.4S 9,-47.79
61,68.0,Pm-130,129.94074,0.0002,2.6S 2,-52.88
61,69.0,Pm-131,130.93603,0.0002,6.3S 8,-55.4
61,70.0,Pm-132,131.93383,0.0002,6.2S 6,-59.92
61,71.0,Pm-133,132.929782,0.0,15S 3,-61.63
61,72.0,Pm-134,133.928353,0.0,5S AP,-65.41
61,73.0,Pm-135,134.924876,0.0,49S 3,-66.74
61,74.0,Pm-136,135.923565829,0.0001,47S 2,-70.03
61,75.0,Pm-137,136.920479522,0.0,2.4M 1,-71.18
61,76.0,Pm-138,137.919548281,0.0,10S 2,-74.07300000000002
61,77.0,Pm-139,138.91679969,0.0,4.15M 5,-74.94
61,78.0,Pm-140,139.916039639,0.0,9.2S 2,-77.501
61,79.0,Pm-141,140.913555082,0.0,20.90M 5,-78.21
61,80.0,Pm-142,141.912874471,0.0,40.5S 5,-80.523
61,81.0,Pm-143,142.910938458,0.0,265D 7,-81.142
61,82.0,Pm-144,143.912596557,0.0,363D 14,-82.96
61,83.0,Pm-145,144.912756061,0.0,17.7Y 4,-81.416
61,84.0,Pm-146,145.914702633,0.0,5.53Y 5,-81.267
61,85.0,Pm-147,146.915145312,0.0,2.6234Y 2,-79.454
61,86.0,Pm-148,147.917481981,0.0,5.368D 2,-79.0419
61,87.0,Pm-149,148.918342448,0.0,53.08H 5,-76.865
61,88.0,Pm-150,149.920990952,0.0,2.68H 2,-76.0637
61,89.0,Pm-151,150.921213947,0.0,28.40H 4,-73.596
61,90.0,Pm-152,151.923503736,0.0,4.12M 8,-73.385
61,91.0,Pm-153,152.924123985,0.0,5.25M 2,-71.25399999999998
61,92.0,Pm-154,153.926471123,0.0,2.68M 7,-70.648
61,93.0,Pm-155,154.928108447,0.0,41.5S 2,-68.49
61,94.0,Pm-156,155.93106473,0.0,26.70S 10,-66.94
61,95.0,Pm-157,156.933047428,0.0001,10.56S 10,-64.164
61,96.0,Pm-158,157.936526677,0.0001,4.8S 5,-62.297
61,97.0,Pm-159,158.939005719,0.0001,1.47S 15,-59.089
61,98.0,,,,,-56.554
61,99.0,,,,,-53.0
61,100.0,,,,,-50.24
61,101.0,,,,,-46.37
61,102.0,,,,,-43.25
62,66.0,Sm-129,128.95563,0.0006,0.55S 10,-38.73
62,67.0,,,,,-42.14
62,68.0,Sm-131,130.94673,0.0002,1.2S 2,-47.51
62,69.0,Sm-132,131.94126,0.0002,4.0S 3,-50.13
62,70.0,Sm-133,132.93899,0.0002,2.9S 2,-55.08
62,71.0,Sm-134,133.93428,0.0002,9.5S 8,-57.23
62,72.0,Sm-135,134.93252,0.0001,10.3S 5,-61.38
62,73.0,Sm-136,135.928275555,0.0,47S 2,-62.86
62,74.0,Sm-137,136.926970517,0.0,45S 1,-66.811
62,75.0,Sm-138,137.92324399,0.0,3.1M 2,-68.03
62,76.0,Sm-139,138.922296633,0.0,2.57M 10,-71.498
62,77.0,Sm-140,139.918994716,0.0,14.82M 12,-72.38
62,78.0,Sm-141,140.918481077,0.0,10.2M 2,-75.456
62,79.0,Sm-142,141.915203875,0.0,72.49M 5,-75.934
62,80.0,Sm-143,142.914635022,0.0,8.75M 8,-78.987
62,81.0,Sm-144,143.912006109,0.0,-1.0,-79.517
62,82.0,Sm-145,144.913416988,0.0,340D 3,-81.9654
62,83.0,Sm-146,145.913047227,0.0,10.3E+7Y 5,-80.6512
62,84.0,Sm-147,146.914904734,0.0,1.06E+11Y 2,-80.99600000000002
62,85.0,Sm-148,147.914829507,0.0,7E+15Y 2,-79.266
62,86.0,Sm-149,148.917192099,0.0,2E+15Y GT,-79.3361
62,87.0,Sm-150,149.91728293,0.0,-1.0,-77.1351
62,88.0,Sm-nat,150.36,0.0133,,-77.0505
62,88.0,Sm-151,150.919939808,0.0,90Y 8,-77.0505
62,89.0,Sm-152,151.919739444,0.0,-1.0,-74.5756
62,90.0,Sm-153,152.922104375,0.0,46.282H 4,-74.762
62,91.0,Sm-154,153.922216453,0.0,-1.0,-72.5591
62,92.0,Sm-155,154.92464734,0.0,22.3M 2,-72.4545
62,93.0,Sm-156,155.925535881,0.0,9.4H 2,-70.1902
62,94.0,Sm-157,156.928366775,0.0,482S 4,-69.363
62,95.0,Sm-158,157.929999528,0.0001,5.30M 3,-66.678
62,96.0,Sm-159,158.933176374,0.0,11.37S 15,-65.25
62,97.0,Sm-160,159.93514,0.0001,9.6S 3,-62.208
62,98.0,Sm-161,160.939076288,0.0001,4.8S 8,-60.235
62,99.0,Sm-162,161.94122,0.0003,2.4S 5,-56.672
62,100.0,,,,,-54.53
62,101.0,,,,,-50.72
62,102.0,,,,,-48.1
62,103.0,,,,,-43.81
63,66.0,Eu-130,129.964559,0.0006,0.90MS +49 -29,
63,67.0,Eu-131,130.958503,0.0003,17.8MS 19,-33.82
63,68.0,,,,,-39.27
63,69.0,,,,,-42.23
63,70.0,Eu-134,133.94662,0.0002,0.5S 2,-47.24
63,71.0,Eu-135,134.94197,0.0002,1.5S 2,-49.93
63,72.0,Eu-136,135.93977,0.0002,3.3S 3,-54.15
63,73.0,Eu-137,136.93557,0.0002,11S 2,-56.24
63,74.0,Eu-138,137.933709,0.0,12.1S 6,-60.12
63,75.0,Eu-139,138.929792309,0.0,17.9S 6,-61.75
63,76.0,Eu-140,139.928087635,0.0,1.51S 2,-65.398
63,77.0,Eu-141,140.924931645,0.0,40.7S 7,-66.99
63,78.0,Eu-142,141.92344118,0.0,2.34S 12,-69.926
63,79.0,Eu-143,142.920297538,0.0,2.59M 2,-71.31
63,80.0,Eu-144,143.918819414,0.0,10.2S 1,-74.241
63,81.0,Eu-145,144.91627215,0.0,5.93D 4,-75.619
63,82.0,Eu-146,145.917211146,0.0,4.59D 3,-77.992
63,83.0,Eu-147,146.916752819,0.0,24.1D 6,-77.117
63,84.0,Eu-148,147.918089051,0.0,54.5D 5,-77.5444
63,85.0,Eu-149,148.917937781,0.0,93.1D 4,-76.29899999999998
63,86.0,Eu-150,149.919708184,0.0,36.9Y 9,-76.44
63,87.0,Eu-151,150.919858012,0.0,-1.0,-74.792
63,88.0,Eu-nat,151.964,0.0007,,-74.652
63,88.0,Eu-152,151.921752399,0.0,13.537Y 6,-74.652
63,89.0,Eu-153,152.921238215,0.0,-1.0,-72.8874
63,90.0,Eu-154,153.92298716,0.0,8.593Y 4,-73.3663
63,91.0,Eu-155,154.922901292,0.0,4.753Y 14,-71.7372
63,92.0,Eu-156,155.924760333,0.0,15.19D 8,-71.8172
63,93.0,Eu-157,156.925431706,0.0,15.18H 3,-70.085
63,94.0,Eu-158,157.927853513,0.0001,45.9M 2,-69.458
63,95.0,Eu-159,158.929096906,0.0,18.1M 1,-67.255
63,96.0,Eu-160,159.932102634,0.0,38S 4,-66.043
63,97.0,Eu-161,160.93365489,0.0,26S 3,-63.48
63,98.0,Eu-162,161.936988694,0.0,10.6S 10,-61.792
63,99.0,,,,,-58.69
63,100.0,,,,,-56.64
63,101.0,,,,,-53.33
63,102.0,,,,,-50.69
63,103.0,,,,,-46.93
63,104.0,,,,,-43.88
64,69.0,,,,,-36.02
64,70.0,Gd-135,134.95277,0.0004,1.1S 2,-41.3
64,71.0,Gd-136,135.94748,0.0003,,-44.29
64,72.0,Gd-137,136.94502,0.0003,2.2S 2,-49.09
64,73.0,Gd-138,137.94025,0.0002,4.7S 9,-51.21
64,74.0,Gd-139,138.93813,0.0002,5.8S 9,-55.66
64,75.0,Gd-140,139.933674,0.0,15.8S 4,-57.63
64,76.0,Gd-141,140.932126,0.0,14S 4,-61.782
64,77.0,Gd-142,141.928116,0.0,70.2S 6,-63.224
64,78.0,Gd-143,142.926749539,0.0002,39S 2,-66.96
64,79.0,Gd-144,143.922963,0.0,4.47M 6,-68.23
64,80.0,Gd-145,144.921709252,0.0,23.0M 4,-71.76
64,81.0,Gd-146,145.918317163,0.0,48.27D 10,-72.92399999999998
64,82.0,Gd-147,146.919101103,0.0,38.1H 1,-76.086
64,83.0,Gd-148,147.918121154,0.0,74.6Y 30,-75.3566
64,84.0,Gd-149,148.919347853,0.0,9.28D 10,-76.2693
64,85.0,Gd-150,149.918664987,0.0,1.79E6Y 8,-75.127
64,86.0,Gd-151,150.920356152,0.0,124D 1,-75.764
64,87.0,Gd-152,151.919799226,0.0,1.08E+14Y 8,-74.188
64,88.0,Gd-153,152.921757764,0.0,240.4D 10,-74.7063
64,89.0,Gd-154,153.920873805,0.0,-1.0,-72.8819
64,90.0,Gd-155,154.922630224,0.0,-1.0,-73.7053
64,91.0,Gd-156,155.922130947,0.0,-1.0,-72.0692
64,92.0,Gd-157,156.923968345,0.0,-1.0,-72.5343
64,93.0,Gd-nat,157.25,0.0191,,-70.8228
64,93.0,Gd-158,157.924112124,0.0,-1.0,-70.8228
64,94.0,Gd-159,158.926396746,0.0,18.479H 4,-70.6889
64,95.0,Gd-160,159.927062344,0.0,-1.0,-68.5608
64,96.0,Gd-161,160.929677409,0.0,3.66M 5,-67.9409
64,97.0,Gd-162,161.93099295,0.0,8.4M 2,-65.505
64,98.0,Gd-163,162.934004459,0.0,68S 3,-64.28
64,99.0,Gd-164,163.93574,0.0003,45S 3,-61.31399999999999
64,100.0,Gd-165,164.93923,0.0003,10.3S 16,-59.77
64,101.0,Gd-166,165.94146,0.0004,4.8S 10,-56.49
64,102.0,,,,,-54.53
64,103.0,,,,,-50.81
64,104.0,,,,,-48.36
64,105.0,,,,,-44.15
65,69.0,Tb-135,134.96503,0.0003,0.940MS +33 -22,
65,70.0,,,,,-32.83
65,71.0,,,,,-36.06
65,72.0,Tb-138,137.95335,0.0003,,-40.97
65,73.0,Tb-139,138.94848,0.0002,1.6S 2,-43.67
65,74.0,Tb-140,139.945805049,0.0006,2.4S 2,-48.13
65,75.0,Tb-141,140.941448,0.0001,3.5S 2,-50.48
65,76.0,Tb-142,141.939280859,0.0005,597MS 17,-54.54
65,77.0,Tb-143,142.935137336,0.0,12S 1,-56.56
65,78.0,Tb-144,143.933045,0.0,1S AP,-60.42
65,79.0,Tb-145,144.929274,0.0,30.9S 6,-62.368
65,80.0,Tb-146,145.927251659,0.0,8S 4,-66.3
65,81.0,Tb-147,146.924054379,0.0,1.7H 1,-67.76
65,82.0,Tb-148,147.924271906,0.0,60M 1,-70.743
65,83.0,Tb-149,148.923252994,0.0,4.118H 25,-70.531
65,84.0,Tb-150,149.923665096,0.0,3.48H 16,-71.48899999999998
65,85.0,Tb-151,150.923109782,0.0,17.609H 1,-71.10600000000002
65,86.0,Tb-152,151.924082668,0.0,17.5H 1,-71.623
65,87.0,Tb-153,152.92344214,0.0,2.34D 1,-70.72
65,88.0,Tb-154,153.924686225,0.0,21.5H 4,-71.313
65,89.0,Tb-155,154.923513257,0.0,5.32D 6,-70.16
65,90.0,Tb-156,155.924755236,0.0,5.35D 10,-71.249
65,91.0,Tb-157,156.92403281,0.0,71Y 7,-70.09
65,92.0,Tb-158,157.925421172,0.0,180Y 11,-70.7628
65,93.0,Tb-nat,158.92535,0.0,,-69.4699
65,93.0,Tb-159,158.92535479,0.0,-1.0,-69.4699
65,94.0,Tb-160,159.927175639,0.0,72.3D 2,-69.5316
65,95.0,Tb-161,160.927577948,0.0,6.906D 19,-67.8355
65,96.0,Tb-162,161.929495698,0.0,7.60M 15,-67.4608
65,97.0,Tb-163,162.930655001,0.0,19.5M 3,-65.67
65,98.0,Tb-164,163.933358303,0.0001,3.0M 1,-64.595
65,99.0,Tb-165,164.93488,0.0001,2.11M 10,-62.08
65,100.0,Tb-166,165.937859863,0.0,25.1S 21,-60.57
65,101.0,Tb-167,166.93996,0.0003,19.4S 27,-57.88
65,102.0,Tb-168,167.94354,0.0003,8.2S 13,-55.93
65,103.0,,,,,-52.72
65,104.0,,,,,-50.33
65,105.0,,,,,-46.72
65,106.0,,,,,-44.03
66,72.0,Dy-139,138.9596,0.0004,0.6S 2,-34.93
66,73.0,Dy-140,139.95413,0.0004,7.0US 2,-37.64
66,74.0,Dy-141,140.95144,0.0002,0.9S 2,-42.83
66,75.0,Dy-142,141.946474,0.0006,2.3S 3,-45.38
66,76.0,Dy-143,142.943994336,0.0,5.6S 10,-50.12
66,77.0,Dy-144,143.939269516,0.0,9.1S 4,-52.169
66,78.0,Dy-145,144.937473996,0.0,6S 2,-56.57
66,79.0,Dy-146,145.932844524,0.0,29S 3,-58.243
66,80.0,Dy-147,146.931084183,0.0,40S 10,-62.555
66,81.0,Dy-148,147.927149634,0.0,3.3M 2,-64.196
66,82.0,Dy-149,148.927318053,0.0,4.20M 14,-67.85300000000001
66,83.0,Dy-150,149.925591726,0.0,7.17M 5,-67.699
66,84.0,Dy-151,150.926191284,0.0,17.9M 5,-69.309
66,85.0,Dy-152,151.924724929,0.0,2.38H 2,-68.752
66,86.0,Dy-153,152.925772115,0.0,6.4H 1,-70.118
66,87.0,Dy-154,153.924430096,0.0,3.0E+6Y 15,-69.143
66,88.0,Dy-155,154.925761796,0.0,9.9H 2,-70.39399999999998
66,89.0,Dy-156,155.924291131,0.0,-1.0,-69.155
66,90.0,Dy-157,156.925474457,0.0,8.14H 4,-70.5283
66,91.0,Dy-158,157.924417155,0.0,-1.0,-69.42399999999999
66,92.0,Dy-159,158.925747104,0.0,144.4D 2,-70.4062
66,93.0,Dy-160,159.925204984,0.0,-1.0,-69.1663
66,94.0,Dy-161,160.92694083,0.0,-1.0,-69.6714
66,95.0,Dy-162,161.926805911,0.0,-1.0,-68.0545
66,96.0,Dy-nat,162.5,0.0006,,-68.1802
66,96.0,Dy-163,162.928738624,0.0,-1.0,-68.1802
66,97.0,Dy-164,163.929182216,0.0,-1.0,-66.3799
66,98.0,Dy-165,164.931710798,0.0,2.334H 1,-65.9667
66,99.0,Dy-166,165.932814205,0.0,81.6H 1,-63.6113
66,100.0,Dy-167,166.935662529,0.0,6.20M 8,-62.5835
66,101.0,Dy-168,167.937134422,0.0001,8.7M 3,-59.93
66,102.0,Dy-169,168.940314681,0.0002,39S 8,-58.56
66,103.0,,,,,-55.6
66,104.0,,,,,-53.66
66,105.0,,,,,-50.19
66,106.0,,,,,-48.01
66,107.0,,,,,-43.94
67,72.0,Ho-140,139.968599,0.0004,6MS 3,
67,73.0,Ho-141,140.963218,0.0004,4.1MS 4,-29.26
67,74.0,Ho-142,141.96001,0.0004,0.4S 1,-34.36
67,75.0,Ho-143,142.95489,0.0003,,-37.25
67,76.0,Ho-144,143.952109716,0.0,0.7S 1,-42.05
67,77.0,Ho-145,144.947267396,0.0,2.4S 1,-44.61
67,78.0,Ho-146,145.944993507,0.0,3.9S 8,-49.12
67,79.0,Ho-147,146.940142296,0.0,5.8S 4,-51.238
67,80.0,Ho-148,147.937743929,0.0001,2.2S 11,-55.757
67,81.0,Ho-149,148.933800328,0.0,21.1S 2,-57.99
67,82.0,Ho-150,149.933497988,0.0,72S 4,-61.662
67,83.0,Ho-151,150.931697936,0.0,35.2S 1,-61.94600000000001
67,84.0,Ho-152,151.931713918,0.0,161.8S 3,-63.62300000000001
67,85.0,Ho-153,152.930205873,0.0,2.01M 3,-63.599
67,86.0,Ho-154,153.930606989,0.0,11.76M 19,-65.012
67,87.0,Ho-155,154.929103491,0.0,48M 1,-64.639
67,88.0,Ho-156,155.929712529,0.0,56M 1,-66.039
67,89.0,Ho-157,156.928253052,0.0,12.6M 2,-65.48
67,90.0,Ho-158,157.928948675,0.0,11.3M 4,-66.831
67,91.0,Ho-159,158.927719848,0.0,33.05M 11,-66.186
67,92.0,Ho-160,159.928736945,0.0,25.6M 3,-67.329
67,93.0,Ho-161,160.927862165,0.0,2.48H 5,-66.381
67,94.0,Ho-162,161.929102892,0.0,15.0M 10,-67.1965
67,95.0,Ho-163,162.928741367,0.0,4570Y 25,-66.041
67,96.0,Ho-164,163.930240893,0.0,29M 1,-66.3773
67,97.0,Ho-nat,164.93032,0.0,,-64.9808
67,97.0,Ho-165,164.930329456,0.0,-1.0,-64.9808
67,98.0,Ho-166,165.932291549,0.0,26.80H 2,-64.8983
67,99.0,Ho-167,166.9331397,0.0,3.1H 1,-63.0706
67,100.0,Ho-168,167.93552323,0.0,2.99M 7,-62.28100000000001
67,101.0,Ho-169,168.936879339,0.0,4.72M 10,-60.06
67,102.0,Ho-170,169.939625995,0.0,2.76M 5,-58.798
67,103.0,Ho-171,170.941472174,0.0004,53S 2,-56.24
67,104.0,Ho-172,171.94473,0.0001,25S 3,-54.52
67,105.0,,,,,-51.48
67,106.0,,,,,-49.35
67,107.0,,,,,-45.69
67,108.0,,,,,-43.2
68,74.0,,,,,-27.85
68,75.0,Er-144,143.96057,0.0003,,-31.09
68,76.0,Er-145,144.95768,0.0003,0.9S 3,-36.61
68,77.0,Er-146,145.95241836,0.0,1.7S 6,-39.08
68,78.0,Er-147,146.949964459,0.0,2.5S 2,-44.322
68,79.0,Er-148,147.944735026,0.0,4.6S 2,-46.61
68,80.0,Er-149,148.942306,0.0,4S 2,-51.479
68,81.0,Er-150,149.937915241,0.0,18.5S 7,-53.742
68,82.0,Er-151,150.937448903,0.0,23.5S 20,-57.831
68,83.0,Er-152,151.93505003,0.0,10.3S 1,-58.26600000000001
68,84.0,Er-153,152.93507673,0.0,37.1S 2,-60.494
68,85.0,Er-154,153.932789634,0.0,3.7M 3,-60.472
68,86.0,Er-155,154.93321563,0.0,5.3M 3,-62.605
68,87.0,Er-156,155.931064698,0.0,19.5M 10,-62.209
68,88.0,Er-157,156.931922769,0.0,18.65M 10,-64.21
68,89.0,Er-158,157.929893474,0.0,2.29H 6,-63.389
68,90.0,Er-159,158.930691956,0.0,36M 1,-65.304
68,91.0,Er-160,159.929083383,0.0,28.58H 9,-64.56
68,92.0,Er-161,160.930005712,0.0,3.21H 3,-66.064
68,93.0,Er-162,161.928788667,0.0,-1.0,-65.2
68,94.0,Er-163,162.930041059,0.0,75.0M 4,-66.3332
68,95.0,Er-164,163.929208796,0.0,-1.0,-65.167
68,96.0,Er-165,164.930734467,0.0,10.36H 4,-65.9416
68,97.0,Er-166,165.930300578,0.0,-1.0,-64.5204
68,98.0,Er-167,166.932055676,0.0,-1.0,-64.9256
68,99.0,Er-nat,167.259,0.0018,,-63.2907
68,99.0,Er-168,167.932377746,0.0,-1.0,-63.2907
68,100.0,Er-169,168.934597907,0.0,9.392D 18,-62.9907
68,101.0,Er-170,169.935471379,0.0,-1.0,-60.9226
68,102.0,Er-171,170.938036833,0.0,7.516H 2,-60.1091
68,103.0,Er-172,171.939363019,0.0,49.3H 5,-57.7194
68,104.0,Er-173,172.9424,0.0001,1.4M 1,-56.484
68,105.0,Er-174,173.94423,0.0002,3.2M 2,-53.65
68,106.0,Er-175,174.94777,0.0002,1.2M 3,-51.95
68,107.0,,,,,-48.65
68,108.0,,,,,-46.63
68,109.0,,,,,-42.86
69,75.0,Tm-145,144.970259,0.0003,3.1US 3,-22.09
69,76.0,Tm-146,145.966467,0.0003,68MS 3,-27.58
69,77.0,Tm-147,146.961379891,0.0,0.56S 4,-30.89
69,78.0,Tm-148,147.958384026,0.0,0.7S 2,-35.97400000000001
69,79.0,Tm-149,148.95289,0.0002,0.9S 2,-38.765
69,80.0,Tm-150,149.95009,0.0001,2.20S 7,-43.88
69,81.0,Tm-151,150.945487432,0.0,4.17S 11,-46.49
69,82.0,Tm-152,151.944422,0.0001,8.0S 10,-50.778
69,83.0,Tm-153,152.942037786,0.0,1.48S 1,-51.77
69,84.0,Tm-154,153.941569613,0.0,3.30S 7,-53.989
69,85.0,Tm-155,154.939209251,0.0,21.6S 2,-54.427
69,86.0,Tm-156,155.938980136,0.0,83.8S 18,-56.62600000000001
69,87.0,Tm-157,156.936973,0.0,3.63M 9,-56.82899999999999
69,88.0,Tm-158,157.936979525,0.0,3.98M 6,-58.736
69,89.0,Tm-159,158.934975,0.0,9.13M 16,-58.703
69,90.0,Tm-160,159.935262801,0.0,9.4M 3,-60.57
69,91.0,Tm-161,160.933549,0.0,30.2M 8,-60.3
69,92.0,Tm-162,161.934005084,0.0,21.70M 19,-61.899
69,93.0,Tm-163,162.932659434,0.0,1.810H 5,-61.476000000000006
69,94.0,Tm-164,163.933543615,0.0,2.0M 1,-62.728
69,95.0,Tm-165,164.932443177,0.0,30.06H 3,-61.904
69,96.0,Tm-166,165.933561647,0.0,7.70H 3,-62.9288
69,97.0,Tm-167,166.932857395,0.0,9.25D 2,-61.88800000000001
69,98.0,Tm-168,167.934178566,0.0,93.1D 2,-62.5441
69,99.0,Tm-nat,168.93421,0.0,,-61.3133
69,99.0,Tm-169,168.934219046,0.0,-1.0,-61.3133
69,100.0,Tm-170,169.935807191,0.0,128.6D 3,-61.2756
69,101.0,Tm-171,170.936435106,0.0,1.92Y 1,-59.7963
69,102.0,Tm-172,171.938406698,0.0,63.6H 3,-59.2115
69,103.0,Tm-173,172.939609628,0.0,8.24H 8,-57.375
69,104.0,Tm-174,173.942174211,0.0,5.4M 1,-56.254
69,105.0,Tm-175,174.943842458,0.0,15.2M 5,-53.87
69,106.0,Tm-176,175.947000707,0.0001,1.9M 1,-52.31
69,107.0,Tm-177,176.94904,0.0002,90S 6,-49.37
69,108.0,,,,,-47.47
69,109.0,,,,,-44.12
69,110.0,,,,,-41.6
70,78.0,Yb-149,148.96436,0.0004,0.7S 2,-30.2
70,79.0,Yb-150,149.95852,0.0003,,-33.2
70,80.0,Yb-151,150.955402171,0.0002,1.6S 1,-38.64
70,81.0,Yb-152,151.950288919,0.0001,3.04S 6,-41.54
70,82.0,Yb-153,152.94948,0.0001,4.2S 1,-46.32
70,83.0,Yb-154,153.946395329,0.0,0.409S 2,-47.21
70,84.0,Yb-155,154.94578233,0.0,1.793S 19,-49.932
70,85.0,Yb-156,155.942817069,0.0,26S 2,-50.503
